drug_id,indication,target,has_positive_efficacy_phrase,has_severe_toxicity_phrase,text_embed_score,molecular_weight,logP,market_size_million,competition_level
D07996,melanoma,PD1,0,0,0.491,380.5,3.51,5.48,18
D07997,ovarian_cancer,PD1,1,0,0.495,517.2,2.71,7.81,19
D07998,ovarian_cancer,PD1,0,1,0.601,456.7,3.38,6.598,7
D07999,lung_cancer,VEGF,0,1,0.617,575.2,2.77,33.179,2
D08000,melanoma,EGFR,1,1,0.699,532.4,3.45,8.542,1
D08001,melanoma,BRAF,0,1,0.852,550.3,3.03,8.254,3
D08002,breast_cancer,ALK,1,1,0.421,407.0,2.63,36.138,4
D08003,lung_cancer,mTOR,0,0,0.743,507.4,4.45,39.448,20
D08004,breast_cancer,BRAF,0,0,0.538,441.3,3.64,22.647,15
D08005,ovarian_cancer,ALK,1,0,0.653,453.8,3.09,8.771,8
D08006,lung_cancer,BRAF,0,1,0.428,601.2,3.61,28.613,17
D08007,colon_cancer,EGFR,1,1,0.832,380.7,2.54,23.394,7
D08008,prostate_cancer,EGFR,0,0,0.726,580.5,3.11,6.48,18
D08009,colon_cancer,HER2,1,1,0.532,388.1,2.34,29.036,3
D08010,ovarian_cancer,PD1,1,0,0.697,536.3,3.8,4.451,14
D08011,colon_cancer,PD1,1,0,0.711,481.4,4.98,17.801,16
D08012,prostate_cancer,BRAF,0,1,0.527,545.9,2.81,10.116,17
D08013,melanoma,EGFR,1,1,0.59,414.7,2.22,6.125,2
D08014,colon_cancer,mTOR,0,1,0.536,506.8,2.61,20.87,4
D08015,colon_cancer,EGFR,0,0,0.82,613.9,4.17,28.618,8
D08016,colon_cancer,EGFR,1,1,0.714,530.6,2.06,27.896,14
D08017,lung_cancer,BRAF,1,0,0.892,426.2,4.0,40.439,17
D08018,colon_cancer,HER2,1,1,0.614,435.0,3.9,22.271,19
D08019,breast_cancer,BRAF,1,0,0.692,518.0,3.04,38.535,10
D08020,melanoma,PD1,0,1,0.476,423.8,2.92,7.835,19
D08021,lung_cancer,HER2,0,1,0.835,495.2,3.83,27.066,19
D08022,prostate_cancer,mTOR,0,0,0.413,409.1,2.79,10.1,9
D08023,melanoma,EGFR,1,0,0.526,483.6,3.53,8.262,6
D08024,lung_cancer,EGFR,0,0,0.465,407.3,1.95,41.201,5
D08025,breast_cancer,mTOR,1,0,0.896,533.9,1.79,38.636,4
D08026,breast_cancer,BRAF,0,0,0.706,582.8,2.88,39.657,8
D08027,lung_cancer,PD1,1,0,0.525,356.2,2.62,38.35,1
D08028,breast_cancer,PD1,1,0,0.8,510.3,2.57,34.756,6
D08029,ovarian_cancer,mTOR,1,0,0.802,481.6,3.59,5.501,13
D08030,ovarian_cancer,mTOR,1,0,0.774,463.8,2.25,8.751,18
D08031,lung_cancer,EGFR,0,1,0.854,456.1,4.13,39.394,12
D08032,prostate_cancer,BRAF,0,0,0.564,614.8,1.38,13.49,2
D08033,lung_cancer,BRAF,1,1,0.51,567.3,3.2,38.587,11
D08034,melanoma,ALK,0,0,0.881,553.9,2.56,7.27,9
D08035,ovarian_cancer,HER2,0,1,0.84,338.5,3.47,8.879,4
D08036,colon_cancer,HER2,0,1,0.536,404.7,1.89,21.095,20
D08037,prostate_cancer,ALK,1,1,0.455,374.5,3.48,6.839,1
D08038,melanoma,PD1,1,0,0.855,491.2,3.63,6.954,18
D08039,ovarian_cancer,PD1,1,1,0.734,533.5,2.66,4.41,13
D08040,breast_cancer,mTOR,1,1,0.617,474.4,2.59,32.09,12
D08041,ovarian_cancer,ALK,0,0,0.731,463.2,2.23,4.653,5
D08042,breast_cancer,BRAF,0,1,0.491,511.2,3.86,27.624,9
D08043,ovarian_cancer,BRAF,1,0,0.663,414.7,4.03,5.352,10
D08044,melanoma,VEGF,0,1,0.509,489.1,3.19,6.676,2
D08045,prostate_cancer,PD1,0,0,0.443,344.0,1.55,9.247,7
D08046,lung_cancer,HER2,0,1,0.615,491.5,3.63,45.381,15
D08047,lung_cancer,VEGF,1,1,0.637,426.3,4.34,32.428,15
D08048,ovarian_cancer,BRAF,0,1,0.485,538.8,2.27,4.054,20
D08049,prostate_cancer,EGFR,1,1,0.438,482.5,4.98,12.29,14
D08050,ovarian_cancer,VEGF,0,1,0.661,380.6,3.42,5.047,17
D08051,colon_cancer,HER2,0,0,0.508,454.2,3.57,25.577,11
D08052,prostate_cancer,HER2,1,1,0.408,581.4,2.69,10.027,15
D08053,colon_cancer,EGFR,1,0,0.705,569.5,4.78,17.272,14
D08054,lung_cancer,HER2,1,1,0.604,485.3,3.63,35.982,19
D08055,ovarian_cancer,BRAF,0,1,0.462,432.8,3.02,8.389,10
D08056,colon_cancer,VEGF,1,0,0.443,465.9,3.64,15.564,11
D08057,colon_cancer,PD1,1,0,0.693,576.4,2.91,29.237,5
D08058,colon_cancer,EGFR,1,0,0.657,602.7,4.22,21.48,10
D08059,ovarian_cancer,PD1,0,0,0.881,547.7,2.59,8.069,3
D08060,prostate_cancer,mTOR,0,1,0.526,431.1,2.35,14.191,10
D08061,colon_cancer,PD1,0,0,0.646,555.9,2.03,29.405,6
D08062,lung_cancer,EGFR,1,1,0.707,534.1,2.14,31.902,4
D08063,melanoma,HER2,1,0,0.575,545.9,3.01,7.37,7
D08064,melanoma,mTOR,1,0,0.762,586.7,3.91,5.443,9
D08065,lung_cancer,HER2,1,0,0.408,594.8,4.17,25.144,4
D08066,ovarian_cancer,PD1,1,0,0.728,491.5,2.07,4.795,12
D08067,lung_cancer,PD1,1,0,0.54,395.8,1.33,46.429,12
D08068,colon_cancer,ALK,0,1,0.829,393.3,3.06,20.755,2
D08069,melanoma,VEGF,1,1,0.763,435.2,2.86,9.225,17
D08070,lung_cancer,ALK,1,0,0.847,519.4,2.76,37.964,3
D08071,melanoma,BRAF,1,0,0.829,390.3,2.96,8.568,7
D08072,prostate_cancer,EGFR,0,1,0.864,408.1,2.78,13.089,13
D08073,colon_cancer,PD1,1,0,0.518,587.4,2.78,24.945,13
D08074,prostate_cancer,EGFR,1,1,0.757,621.7,4.15,7.119,20
D08075,ovarian_cancer,EGFR,0,1,0.515,433.7,2.11,3.317,6
D08076,melanoma,HER2,1,0,0.757,475.8,3.92,5.694,15
D08077,breast_cancer,VEGF,0,1,0.511,440.8,3.73,28.534,11
D08078,lung_cancer,PD1,0,0,0.858,576.7,2.38,34.646,2
D08079,colon_cancer,ALK,0,1,0.632,425.9,3.57,20.35,11
D08080,breast_cancer,VEGF,1,1,0.53,492.1,2.45,24.121,12
D08081,breast_cancer,ALK,1,0,0.784,451.8,2.94,36.869,4
D08082,breast_cancer,HER2,1,1,0.548,354.8,3.61,28.416,13
D08083,lung_cancer,HER2,0,1,0.478,441.7,0.77,31.381,1
D08084,prostate_cancer,PD1,0,1,0.727,478.1,2.41,8.181,13
D08085,colon_cancer,EGFR,0,0,0.751,615.1,2.53,21.513,14
D08086,colon_cancer,HER2,0,0,0.749,392.2,3.41,28.863,6
D08087,melanoma,EGFR,0,1,0.464,427.2,2.38,8.762,19
D08088,prostate_cancer,VEGF,0,0,0.66,520.8,2.17,7.833,15
D08089,ovarian_cancer,ALK,0,1,0.862,363.4,4.38,4.804,18
D08090,ovarian_cancer,VEGF,0,1,0.432,526.4,2.79,5.896,16
D08091,colon_cancer,VEGF,1,1,0.629,479.7,3.4,20.972,11
D08092,lung_cancer,VEGF,1,1,0.501,557.9,2.4,29.703,16
D08093,melanoma,mTOR,1,1,0.429,509.3,2.59,5.401,1
D08094,lung_cancer,VEGF,0,0,0.523,464.9,3.13,41.1,17
D08095,melanoma,PD1,0,1,0.489,479.5,3.59,6.507,17
D08096,breast_cancer,BRAF,1,1,0.738,519.0,1.79,35.157,15
D08097,colon_cancer,ALK,0,1,0.843,371.4,2.7,29.559,18
D08098,prostate_cancer,VEGF,1,0,0.586,626.3,2.32,8.577,2
D08099,ovarian_cancer,BRAF,0,1,0.745,463.3,2.57,8.592,11
D08100,breast_cancer,EGFR,1,0,0.645,435.7,3.14,33.606,10
D08101,melanoma,mTOR,0,1,0.876,592.1,3.36,8.619,19
D08102,prostate_cancer,HER2,0,1,0.635,415.7,5.2,14.662,16
D08103,colon_cancer,mTOR,0,0,0.673,486.3,2.54,24.967,3
D08104,lung_cancer,BRAF,0,0,0.481,593.0,2.62,47.254,5
D08105,breast_cancer,ALK,1,1,0.453,613.0,2.3,21.931,14
D08106,ovarian_cancer,ALK,0,0,0.496,594.4,3.16,6.333,9
D08107,lung_cancer,PD1,0,0,0.605,583.3,4.52,30.767,5
D08108,melanoma,HER2,0,0,0.547,389.4,4.02,6.597,16
D08109,lung_cancer,PD1,0,1,0.561,367.3,2.16,45.868,13
D08110,melanoma,ALK,1,1,0.675,415.7,3.4,9.049,3
D08111,prostate_cancer,EGFR,1,0,0.504,482.6,2.87,9.804,10
D08112,breast_cancer,VEGF,0,1,0.495,491.7,3.47,27.107,9
D08113,melanoma,ALK,0,0,0.496,533.5,3.88,6.934,19
D08114,prostate_cancer,VEGF,0,0,0.838,625.6,2.98,13.675,15
D08115,lung_cancer,ALK,1,0,0.488,438.3,3.49,42.58,4
D08116,colon_cancer,PD1,1,1,0.469,388.5,2.46,29.505,18
D08117,prostate_cancer,mTOR,1,0,0.715,560.0,2.9,6.059,6
D08118,breast_cancer,PD1,1,1,0.411,383.3,1.81,33.518,8
D08119,lung_cancer,ALK,1,0,0.7,483.9,3.91,34.327,16
D08120,prostate_cancer,ALK,1,1,0.869,570.3,3.09,14.921,19
D08121,ovarian_cancer,ALK,0,0,0.899,640.7,2.92,8.989,4
D08122,prostate_cancer,ALK,1,1,0.536,468.9,0.95,7.059,8
D08123,prostate_cancer,EGFR,0,0,0.471,444.2,3.68,6.819,11
D08124,lung_cancer,mTOR,1,1,0.853,605.1,2.34,47.466,15
D08125,breast_cancer,PD1,0,0,0.483,517.0,3.84,29.47,5
D08126,ovarian_cancer,BRAF,1,1,0.881,480.9,1.17,6.01,18
D08127,colon_cancer,BRAF,1,0,0.435,499.8,3.61,20.778,3
D08128,lung_cancer,HER2,1,1,0.832,404.2,2.8,43.863,10
D08129,prostate_cancer,ALK,1,1,0.503,387.6,0.94,11.523,13
D08130,prostate_cancer,PD1,1,0,0.439,562.2,3.0,9.059,15
D08131,melanoma,EGFR,0,0,0.74,607.8,3.69,9.991,5
D08132,melanoma,PD1,1,0,0.679,451.7,2.93,8.148,19
D08133,colon_cancer,ALK,1,1,0.704,525.3,3.77,29.83,17
D08134,colon_cancer,VEGF,1,0,0.494,505.8,3.88,18.926,9
D08135,colon_cancer,VEGF,0,0,0.573,456.3,2.2,28.047,18
D08136,melanoma,EGFR,1,0,0.721,474.8,3.16,8.806,20
D08137,ovarian_cancer,EGFR,0,1,0.424,383.9,1.93,6.445,20
D08138,ovarian_cancer,EGFR,1,0,0.799,515.8,2.67,4.812,4
D08139,colon_cancer,EGFR,1,0,0.679,466.7,2.71,15.214,3
D08140,prostate_cancer,VEGF,1,1,0.715,601.6,4.01,12.437,20
D08141,prostate_cancer,mTOR,0,1,0.527,381.0,2.57,14.001,6
D08142,melanoma,PD1,1,0,0.56,548.0,3.48,6.335,8
D08143,prostate_cancer,ALK,0,1,0.57,476.7,2.09,11.397,13
D08144,lung_cancer,BRAF,1,0,0.527,425.4,2.59,38.422,3
D08145,melanoma,PD1,1,0,0.584,502.2,4.36,6.186,19
D08146,prostate_cancer,HER2,1,1,0.776,425.0,2.18,7.672,14
D08147,ovarian_cancer,BRAF,0,0,0.684,471.3,3.83,6.289,18
D08148,lung_cancer,VEGF,0,1,0.792,364.2,4.16,44.231,13
D08149,lung_cancer,PD1,0,0,0.703,466.2,2.41,37.205,6
D08150,lung_cancer,ALK,1,0,0.704,352.0,3.57,41.852,12
D08151,lung_cancer,BRAF,1,0,0.437,466.3,3.14,33.539,7
D08152,breast_cancer,EGFR,1,0,0.468,407.9,2.74,36.912,7
D08153,breast_cancer,mTOR,1,0,0.666,441.1,2.92,21.029,8
D08154,melanoma,BRAF,1,1,0.675,426.4,1.77,5.9,12
D08155,breast_cancer,mTOR,0,1,0.469,698.3,1.91,33.693,11
D08156,breast_cancer,VEGF,0,0,0.404,494.5,1.58,38.499,6
D08157,colon_cancer,mTOR,1,1,0.623,320.2,3.08,18.771,3
D08158,breast_cancer,VEGF,0,0,0.578,493.9,4.01,31.897,17
D08159,breast_cancer,ALK,1,1,0.479,512.0,2.88,28.245,14
D08160,breast_cancer,EGFR,1,1,0.842,404.0,4.2,20.352,20
D08161,lung_cancer,VEGF,1,0,0.523,554.3,2.0,33.895,13
D08162,prostate_cancer,PD1,0,1,0.616,483.0,3.12,6.792,13
D08163,colon_cancer,mTOR,0,1,0.442,452.3,3.62,28.917,11
D08164,breast_cancer,VEGF,0,0,0.47,546.5,2.85,26.503,7
D08165,colon_cancer,ALK,1,0,0.812,457.5,4.2,23.934,20
D08166,ovarian_cancer,VEGF,1,1,0.578,554.6,3.06,5.629,11
D08167,ovarian_cancer,VEGF,0,1,0.488,349.7,3.28,7.014,16
D08168,lung_cancer,HER2,1,1,0.403,535.8,0.8,35.83,3
D08169,breast_cancer,VEGF,0,1,0.54,500.1,2.67,23.111,9
D08170,melanoma,ALK,0,0,0.842,462.3,2.27,7.263,11
D08171,lung_cancer,EGFR,1,0,0.471,468.1,4.11,40.86,7
D08172,prostate_cancer,PD1,0,1,0.451,444.3,3.77,6.149,12
D08173,breast_cancer,mTOR,1,0,0.811,415.5,3.61,28.268,10
D08174,breast_cancer,mTOR,0,0,0.494,480.1,3.28,37.475,9
D08175,prostate_cancer,PD1,1,0,0.594,480.6,3.51,9.764,16
D08176,ovarian_cancer,mTOR,1,1,0.595,300.0,1.86,6.777,6
D08177,melanoma,ALK,1,0,0.402,513.4,1.37,8.94,8
D08178,breast_cancer,VEGF,0,1,0.708,437.6,2.96,31.219,18
D08179,breast_cancer,BRAF,0,1,0.401,413.7,2.45,32.82,14
D08180,prostate_cancer,BRAF,1,0,0.702,501.7,3.81,9.463,10
D08181,ovarian_cancer,PD1,0,1,0.46,403.3,2.54,7.408,12
D08182,melanoma,EGFR,1,0,0.798,421.5,1.06,7.724,19
D08183,colon_cancer,HER2,0,1,0.415,491.3,3.75,21.281,6
D08184,breast_cancer,ALK,1,1,0.755,561.3,2.3,21.433,3
D08185,lung_cancer,ALK,1,1,0.435,379.9,3.02,48.391,20
D08186,breast_cancer,ALK,0,0,0.766,546.3,3.12,39.064,15
D08187,ovarian_cancer,ALK,0,1,0.798,503.1,3.91,3.26,19
D08188,lung_cancer,VEGF,0,0,0.543,420.9,2.82,43.711,16
D08189,prostate_cancer,BRAF,0,0,0.492,610.8,2.84,7.236,7
D08190,lung_cancer,BRAF,0,0,0.837,378.6,2.46,40.633,12
D08191,prostate_cancer,ALK,1,0,0.747,404.9,3.29,7.254,5
D08192,lung_cancer,mTOR,0,0,0.499,408.3,3.22,44.735,8
D08193,colon_cancer,HER2,0,0,0.512,421.1,1.3,23.114,12
D08194,lung_cancer,EGFR,0,0,0.713,504.5,3.12,49.797,19
D08195,melanoma,BRAF,1,0,0.671,521.4,2.46,8.307,20
D08196,breast_cancer,mTOR,1,1,0.89,417.6,3.32,38.844,6
D08197,breast_cancer,mTOR,0,1,0.491,601.5,3.01,31.863,13
D08198,melanoma,PD1,0,1,0.528,514.0,2.74,6.301,17
D08199,melanoma,PD1,1,1,0.499,356.5,3.77,9.492,5
D08200,lung_cancer,mTOR,0,1,0.738,552.7,3.57,49.34,18
D08201,prostate_cancer,PD1,0,1,0.471,465.4,3.48,7.559,19
D08202,ovarian_cancer,EGFR,0,0,0.405,551.5,4.3,3.028,9
D08203,breast_cancer,HER2,0,0,0.9,559.1,3.05,37.969,19
D08204,prostate_cancer,ALK,0,0,0.75,375.3,3.12,11.697,19
D08205,melanoma,VEGF,0,0,0.713,500.5,3.57,9.979,15
D08206,colon_cancer,ALK,1,0,0.834,588.3,2.92,19.243,6
D08207,melanoma,EGFR,0,0,0.471,648.1,1.59,7.6,9
D08208,lung_cancer,BRAF,1,0,0.737,513.5,2.36,39.798,14
D08209,breast_cancer,PD1,0,1,0.891,327.4,2.84,22.293,14
D08210,breast_cancer,VEGF,0,0,0.498,363.4,2.87,20.279,11
D08211,melanoma,HER2,1,0,0.419,482.8,3.89,7.379,6
D08212,breast_cancer,mTOR,1,1,0.461,359.4,3.73,26.526,12
D08213,ovarian_cancer,VEGF,1,0,0.801,487.8,3.82,4.406,16
D08214,ovarian_cancer,EGFR,0,1,0.541,445.5,1.93,7.658,14
D08215,melanoma,BRAF,1,1,0.453,382.6,1.97,5.95,20
D08216,lung_cancer,BRAF,0,0,0.844,518.2,4.18,45.801,4
D08217,colon_cancer,ALK,1,0,0.82,434.8,3.5,23.264,17
D08218,lung_cancer,EGFR,0,0,0.543,358.1,3.14,26.141,7
D08219,prostate_cancer,PD1,0,1,0.717,533.5,1.84,11.328,13
D08220,ovarian_cancer,VEGF,0,0,0.792,463.7,3.57,8.771,18
D08221,lung_cancer,BRAF,0,0,0.568,300.0,4.07,30.695,3
D08222,melanoma,mTOR,1,1,0.425,508.3,3.57,7.265,13
D08223,ovarian_cancer,ALK,0,1,0.664,447.0,1.62,6.797,18
D08224,colon_cancer,BRAF,1,1,0.879,522.7,2.93,23.179,20
D08225,breast_cancer,BRAF,0,1,0.649,482.6,3.87,37.963,2
D08226,colon_cancer,EGFR,0,1,0.637,541.0,4.54,29.871,18
D08227,lung_cancer,VEGF,0,0,0.508,492.3,2.45,42.608,10
D08228,ovarian_cancer,VEGF,1,0,0.816,464.9,3.33,4.805,8
D08229,lung_cancer,PD1,1,1,0.591,561.3,1.83,36.611,19
D08230,colon_cancer,VEGF,1,1,0.511,480.7,4.29,23.695,1
D08231,lung_cancer,EGFR,1,1,0.663,460.8,3.74,43.26,8
D08232,breast_cancer,PD1,1,0,0.431,519.4,3.76,22.08,12
D08233,lung_cancer,HER2,0,0,0.715,415.2,2.36,30.362,15
D08234,melanoma,BRAF,1,0,0.638,481.6,1.77,6.935,4
D08235,melanoma,HER2,1,1,0.827,458.4,3.2,6.554,18
D08236,prostate_cancer,VEGF,0,1,0.463,622.8,3.32,8.786,17
D08237,lung_cancer,ALK,0,1,0.687,530.0,3.93,40.109,8
D08238,colon_cancer,PD1,1,0,0.563,402.8,2.87,21.599,10
D08239,melanoma,BRAF,1,0,0.441,674.0,2.94,6.112,19
D08240,melanoma,BRAF,0,1,0.476,569.3,3.77,8.536,19
D08241,lung_cancer,mTOR,0,1,0.692,361.8,3.25,48.035,4
D08242,melanoma,HER2,0,0,0.434,491.7,3.26,8.12,3
D08243,melanoma,EGFR,1,1,0.894,419.7,2.11,7.635,13
D08244,breast_cancer,BRAF,1,0,0.45,441.9,2.92,30.911,12
D08245,ovarian_cancer,ALK,0,1,0.657,574.8,4.45,4.501,2
D08246,colon_cancer,mTOR,0,1,0.747,591.7,3.69,16.325,6
D08247,melanoma,PD1,1,1,0.592,399.7,2.67,9.534,9
D08248,lung_cancer,HER2,1,1,0.598,496.8,2.49,35.49,4
D08249,colon_cancer,mTOR,0,0,0.811,526.2,3.58,17.105,16
D08250,lung_cancer,EGFR,0,1,0.713,522.9,3.82,44.201,7
D08251,colon_cancer,ALK,1,1,0.716,407.6,3.75,27.125,14
D08252,breast_cancer,PD1,1,0,0.573,424.3,2.25,28.421,12
D08253,lung_cancer,HER2,0,0,0.574,522.6,3.97,45.621,17
D08254,prostate_cancer,PD1,0,1,0.433,519.0,3.02,9.88,17
D08255,prostate_cancer,VEGF,0,1,0.502,504.8,3.11,14.584,6
D08256,ovarian_cancer,ALK,1,1,0.508,389.9,2.01,7.957,4
D08257,prostate_cancer,HER2,0,0,0.756,473.7,3.06,7.971,19
D08258,ovarian_cancer,ALK,0,0,0.683,480.9,3.54,4.683,2
D08259,breast_cancer,mTOR,1,1,0.677,462.8,3.45,36.674,19
D08260,prostate_cancer,BRAF,0,0,0.846,468.4,4.46,6.381,11
D08261,melanoma,PD1,0,0,0.817,486.5,4.87,7.251,16
D08262,lung_cancer,HER2,0,1,0.705,508.2,2.83,28.576,15
D08263,prostate_cancer,ALK,0,1,0.595,408.0,1.85,9.554,3
D08264,ovarian_cancer,BRAF,0,0,0.784,400.7,2.3,5.52,9
D08265,ovarian_cancer,BRAF,0,1,0.467,511.6,2.58,6.521,14
D08266,lung_cancer,mTOR,0,1,0.877,495.0,4.03,41.794,16
D08267,lung_cancer,mTOR,1,1,0.493,473.0,4.66,35.276,19
D08268,prostate_cancer,PD1,0,1,0.711,385.9,2.88,9.218,9
D08269,prostate_cancer,ALK,1,0,0.736,436.9,3.75,8.383,5
D08270,colon_cancer,PD1,0,1,0.776,300.8,1.85,22.085,12
D08271,lung_cancer,BRAF,1,1,0.866,471.4,4.24,26.024,14
D08272,breast_cancer,PD1,1,0,0.672,498.1,1.92,39.049,18
D08273,ovarian_cancer,HER2,1,1,0.658,384.2,4.34,6.55,12
D08274,lung_cancer,EGFR,0,0,0.86,430.3,2.25,30.023,15
D08275,lung_cancer,mTOR,1,0,0.549,598.2,3.81,29.206,4
D08276,breast_cancer,PD1,1,0,0.676,581.9,2.24,37.747,6
D08277,ovarian_cancer,HER2,0,1,0.408,358.0,3.11,5.342,10
D08278,melanoma,ALK,1,0,0.798,506.8,3.29,9.203,6
D08279,breast_cancer,mTOR,0,1,0.858,598.3,1.61,24.652,17
D08280,prostate_cancer,ALK,0,0,0.553,548.8,2.12,12.989,10
D08281,melanoma,HER2,1,0,0.882,548.5,2.62,5.893,3
D08282,prostate_cancer,EGFR,1,1,0.879,414.9,2.51,9.483,14
D08283,lung_cancer,mTOR,1,0,0.429,364.4,3.03,47.565,19
D08284,lung_cancer,ALK,0,1,0.598,418.2,3.63,35.484,15
D08285,lung_cancer,ALK,1,0,0.446,531.2,4.35,25.991,12
D08286,melanoma,HER2,0,1,0.641,509.3,3.42,6.989,3
D08287,lung_cancer,HER2,0,0,0.663,592.0,2.5,33.661,19
D08288,prostate_cancer,PD1,1,0,0.412,360.9,3.16,6.493,9
D08289,colon_cancer,PD1,0,1,0.613,366.2,4.96,27.642,13
D08290,prostate_cancer,VEGF,0,1,0.764,596.4,4.73,14.064,16
D08291,colon_cancer,mTOR,0,0,0.411,485.0,3.44,16.704,11
D08292,ovarian_cancer,ALK,0,0,0.682,443.2,3.71,3.131,7
D08293,melanoma,EGFR,0,0,0.721,382.8,0.97,8.544,1
D08294,prostate_cancer,mTOR,0,0,0.736,416.7,1.84,7.949,9
D08295,ovarian_cancer,ALK,0,0,0.514,598.2,4.45,5.793,16
D08296,colon_cancer,mTOR,1,1,0.706,367.8,4.03,19.065,13
D08297,melanoma,BRAF,1,0,0.815,556.1,1.74,6.386,10
D08298,ovarian_cancer,PD1,0,1,0.725,448.8,2.54,6.369,17
D08299,ovarian_cancer,HER2,0,1,0.621,539.8,2.02,5.858,10
D08300,melanoma,BRAF,1,1,0.738,472.1,2.45,7.195,12
D08301,melanoma,BRAF,1,1,0.444,517.9,2.83,8.478,6
D08302,colon_cancer,VEGF,1,0,0.533,437.2,2.83,23.072,5
D08303,prostate_cancer,ALK,1,0,0.599,642.9,2.67,7.3,17
D08304,melanoma,VEGF,1,0,0.443,396.7,3.47,7.335,17
D08305,melanoma,VEGF,1,0,0.537,468.5,1.87,7.799,16
D08306,prostate_cancer,mTOR,1,1,0.622,658.5,2.72,9.668,7
D08307,ovarian_cancer,mTOR,0,0,0.497,449.8,3.13,6.143,15
D08308,breast_cancer,mTOR,1,1,0.884,618.4,1.66,37.498,18
D08309,ovarian_cancer,BRAF,1,1,0.734,502.1,4.67,7.696,6
D08310,lung_cancer,PD1,0,1,0.635,490.3,2.01,49.198,13
D08311,breast_cancer,VEGF,0,1,0.505,430.5,3.17,35.433,11
D08312,lung_cancer,ALK,1,1,0.786,586.5,2.73,33.653,3
D08313,breast_cancer,EGFR,1,0,0.738,546.1,1.85,24.669,17
D08314,breast_cancer,HER2,1,0,0.666,364.5,2.61,36.617,14
D08315,prostate_cancer,ALK,1,1,0.794,595.0,3.06,14.287,9
D08316,melanoma,BRAF,1,0,0.792,503.2,3.22,5.512,1
D08317,prostate_cancer,PD1,0,1,0.632,568.7,2.51,6.963,11
D08318,colon_cancer,HER2,0,0,0.594,535.1,2.34,16.168,5
D08319,colon_cancer,mTOR,1,1,0.477,638.7,2.36,24.871,20
D08320,colon_cancer,HER2,1,1,0.883,409.4,3.44,29.521,7
D08321,colon_cancer,EGFR,1,0,0.47,486.4,3.26,29.11,6
D08322,breast_cancer,BRAF,1,0,0.441,498.2,2.13,33.05,17
D08323,lung_cancer,EGFR,0,0,0.773,609.1,3.71,40.019,2
D08324,lung_cancer,HER2,1,1,0.887,588.7,2.58,32.876,11
D08325,colon_cancer,mTOR,1,0,0.545,513.3,3.16,24.678,5
D08326,ovarian_cancer,VEGF,0,0,0.494,570.2,3.93,8.966,3
D08327,ovarian_cancer,BRAF,0,1,0.595,495.4,1.79,7.871,9
D08328,ovarian_cancer,ALK,0,1,0.694,622.4,3.44,6.847,17
D08329,colon_cancer,mTOR,1,0,0.469,431.3,3.33,29.707,15
D08330,colon_cancer,ALK,1,1,0.613,359.1,3.84,22.113,7
D08331,melanoma,EGFR,0,1,0.857,362.3,2.82,6.962,20
D08332,ovarian_cancer,PD1,1,0,0.701,499.6,3.83,5.278,1
D08333,ovarian_cancer,PD1,1,0,0.887,488.5,3.51,7.898,5
D08334,melanoma,PD1,1,1,0.651,477.7,2.97,7.66,19
D08335,ovarian_cancer,ALK,1,0,0.893,486.8,2.85,4.607,10
D08336,melanoma,VEGF,0,0,0.764,345.1,2.39,8.422,5
D08337,prostate_cancer,EGFR,0,1,0.553,499.6,2.8,8.211,19
D08338,lung_cancer,ALK,0,0,0.472,467.5,2.74,25.952,3
D08339,colon_cancer,HER2,0,0,0.723,410.9,2.61,22.617,3
D08340,breast_cancer,mTOR,1,0,0.562,455.5,3.0,36.804,13
D08341,prostate_cancer,PD1,0,0,0.644,511.5,2.86,6.011,18
D08342,melanoma,mTOR,1,1,0.439,397.6,1.88,5.27,2
D08343,breast_cancer,VEGF,0,1,0.413,687.8,2.1,24.838,15
D08344,ovarian_cancer,HER2,1,0,0.48,438.5,3.41,5.806,9
D08345,ovarian_cancer,PD1,1,1,0.898,508.9,3.42,4.315,2
D08346,breast_cancer,VEGF,0,0,0.672,444.6,3.19,33.28,12
D08347,colon_cancer,VEGF,1,1,0.879,484.9,2.75,22.217,2
D08348,prostate_cancer,PD1,1,0,0.439,499.6,3.84,9.805,9
D08349,colon_cancer,ALK,1,0,0.469,478.2,2.99,18.09,5
D08350,prostate_cancer,HER2,0,0,0.578,565.5,3.77,14.824,17
D08351,ovarian_cancer,ALK,0,0,0.745,606.7,1.6,3.126,18
D08352,lung_cancer,PD1,0,0,0.862,552.4,3.48,44.209,15
D08353,lung_cancer,HER2,1,1,0.852,409.1,3.2,36.432,20
D08354,prostate_cancer,HER2,0,1,0.527,564.1,2.34,12.416,11
D08355,colon_cancer,HER2,1,1,0.727,515.4,3.7,29.457,3
D08356,lung_cancer,VEGF,0,1,0.804,394.3,2.89,42.334,14
D08357,ovarian_cancer,BRAF,1,0,0.459,504.1,2.36,3.249,10
D08358,breast_cancer,mTOR,1,1,0.701,409.7,2.89,36.048,8
D08359,ovarian_cancer,PD1,1,1,0.586,544.1,3.51,4.282,4
D08360,lung_cancer,BRAF,0,0,0.828,411.1,3.52,38.87,12
D08361,ovarian_cancer,HER2,1,0,0.589,413.1,1.71,7.088,16
D08362,colon_cancer,EGFR,0,1,0.717,450.6,3.9,24.089,13
D08363,colon_cancer,VEGF,0,0,0.486,532.5,3.0,23.247,15
D08364,breast_cancer,BRAF,0,1,0.525,446.7,2.69,39.517,10
