drug_id,indication,target,has_positive_efficacy_phrase,has_severe_toxicity_phrase,text_embed_score,molecular_weight,logP,potential_label,toxicity_label,market_size_million,competition_level,expected_profit_score,success_probability,traditional_time_years,ai_time_years
D07632,melanoma,ALK,1,0,0.701,577.2,2.26,2,0,5238,5,0.726,0.573,11,2
D07633,lung_cancer,mTOR,0,1,0.743,504.6,4.47,0,1,43496,7,0.297,0.224,9,3
D07634,colon_cancer,PD1,0,1,0.573,513.2,4.14,0,1,27133,5,0.236,0.135,10,2
D07635,lung_cancer,EGFR,0,0,0.886,559.9,2.27,1,0,40151,10,0.676,0.532,13,2
D07636,breast_cancer,VEGF,0,1,0.452,464.8,3.03,0,0,25382,7,0.457,0.375,12,3
D07637,prostate_cancer,VEGF,1,1,0.458,488.3,3.73,1,1,10540,3,0.348,0.271,11,1
D07638,breast_cancer,PD1,1,1,0.461,512.7,0.65,1,1,32330,7,0.417,0.262,14,2
D07639,prostate_cancer,HER2,1,1,0.885,375.0,1.25,1,1,10350,5,0.327,0.211,8,1
D07640,breast_cancer,VEGF,1,1,0.588,494.0,3.19,1,0,33503,9,0.653,0.531,11,1
D07641,ovarian_cancer,EGFR,0,1,0.609,502.7,2.23,0,1,6882,2,0.164,0.123,9,1
D07642,melanoma,ALK,1,0,0.507,533.9,3.57,2,0,6307,4,0.742,0.523,10,1
D07643,breast_cancer,BRAF,0,0,0.616,379.6,1.83,0,0,26243,6,0.471,0.34,11,1
D07644,melanoma,BRAF,1,0,0.424,480.0,4.43,2,0,6462,1,0.772,0.578,9,3
D07645,colon_cancer,BRAF,0,1,0.722,616.0,3.45,0,1,22471,7,0.192,0.2,14,3
D07646,ovarian_cancer,VEGF,1,0,0.466,421.6,3.71,2,0,8149,3,0.761,0.604,13,2
D07647,prostate_cancer,ALK,1,1,0.456,443.8,2.39,1,0,9417,1,0.612,0.497,11,2
D07648,colon_cancer,HER2,0,1,0.443,308.5,3.08,0,0,23016,4,0.475,0.359,13,2
D07649,melanoma,ALK,1,1,0.456,429.6,3.08,1,1,7300,5,0.311,0.254,10,2
D07650,colon_cancer,mTOR,0,1,0.584,300.0,3.14,0,1,20176,8,0.171,0.172,14,3
D07651,colon_cancer,PD1,1,0,0.825,300.0,3.87,2,0,18104,4,0.801,0.597,12,3
D07652,breast_cancer,PD1,0,1,0.852,521.8,2.78,1,1,20816,6,0.369,0.281,9,1
D07653,prostate_cancer,BRAF,0,0,0.855,525.0,2.22,1,0,7404,2,0.592,0.483,12,1
D07654,melanoma,HER2,0,1,0.632,485.8,3.64,0,1,7991,5,0.14,0.143,9,1
D07655,melanoma,BRAF,0,0,0.653,300.0,2.64,1,0,6590,2,0.588,0.453,8,1
D07656,lung_cancer,BRAF,0,0,0.882,478.2,2.84,2,0,48499,7,0.922,0.627,13,3
D07657,breast_cancer,mTOR,0,1,0.781,596.6,2.1,0,1,37149,8,0.256,0.178,12,3
D07658,ovarian_cancer,ALK,0,0,0.674,430.3,1.47,1,0,5601,3,0.573,0.48,8,1
D07659,prostate_cancer,EGFR,1,0,0.814,600.8,2.8,2,0,9886,2,0.779,0.559,13,3
D07660,ovarian_cancer,PD1,1,1,0.436,444.9,2.96,1,1,4447,3,0.317,0.269,11,2
D07661,prostate_cancer,ALK,1,0,0.846,530.9,3.28,2,0,7485,1,0.777,0.588,14,1
D07662,lung_cancer,HER2,1,0,0.816,691.8,3.36,2,0,45527,7,0.908,0.656,9,3
D07663,lung_cancer,ALK,0,1,0.574,442.8,2.55,0,1,46091,7,0.31,0.194,9,3
D07664,breast_cancer,VEGF,0,0,0.416,448.6,1.8,1,0,25323,4,0.662,0.453,12,1
D07665,lung_cancer,BRAF,0,1,0.687,483.2,3.63,0,1,38740,9,0.254,0.177,8,2
D07666,breast_cancer,mTOR,0,0,0.851,430.9,2.35,1,0,23851,8,0.614,0.472,9,3
D07667,ovarian_cancer,VEGF,0,1,0.694,601.3,1.86,0,1,6091,5,0.13,0.109,11,3
D07668,ovarian_cancer,EGFR,1,1,0.584,314.6,2.08,1,0,4772,1,0.589,0.438,10,3
D07669,lung_cancer,EGFR,0,0,0.419,356.8,3.31,0,0,43083,10,0.515,0.416,12,3
D07670,lung_cancer,EGFR,1,1,0.795,451.1,2.82,2,1,48637,6,0.683,0.447,13,2
D07671,lung_cancer,PD1,1,0,0.497,572.2,2.45,1,0,37592,8,0.683,0.489,8,2
D07672,breast_cancer,BRAF,1,1,0.618,542.0,4.21,1,1,38488,5,0.467,0.355,14,1
D07673,ovarian_cancer,PD1,0,1,0.774,443.5,3.59,0,1,5505,1,0.168,0.125,14,2
D07674,colon_cancer,EGFR,0,1,0.499,460.7,3.74,0,1,20726,5,0.204,0.163,13,2
D07675,melanoma,VEGF,1,1,0.62,354.3,1.68,1,1,9530,2,0.353,0.216,13,3
D07676,ovarian_cancer,HER2,1,1,0.844,448.7,2.29,2,0,6111,3,0.751,0.605,13,3
D07677,breast_cancer,mTOR,0,0,0.43,438.7,2.82,1,0,32096,7,0.665,0.538,12,1
D07678,colon_cancer,EGFR,1,0,0.62,537.6,2.67,2,0,29669,5,0.848,0.58,8,2
D07679,breast_cancer,EGFR,1,0,0.444,414.1,2.72,2,0,37112,6,0.876,0.615,14,2
D07680,breast_cancer,VEGF,1,0,0.655,418.5,2.25,2,0,24668,7,0.803,0.63,11,1
D07681,breast_cancer,VEGF,0,0,0.479,351.0,3.06,0,0,20123,6,0.441,0.398,9,1
D07682,colon_cancer,BRAF,1,1,0.841,434.5,3.77,1,1,16663,4,0.368,0.283,11,2
D07683,prostate_cancer,ALK,1,0,0.579,364.2,2.57,1,0,6196,1,0.596,0.426,13,1
D07684,colon_cancer,BRAF,0,1,0.553,625.0,2.25,0,1,26502,7,0.213,0.168,9,1
D07685,breast_cancer,BRAF,0,0,0.575,461.1,2.03,1,0,25995,4,0.665,0.464,14,1
D07686,lung_cancer,ALK,1,0,0.892,372.1,4.24,2,0,37966,10,0.84,0.624,11,1
D07687,ovarian_cancer,ALK,0,1,0.661,493.7,3.11,0,0,3523,2,0.398,0.324,14,3
D07688,colon_cancer,mTOR,0,1,0.427,344.3,3.29,0,0,19289,7,0.426,0.318,13,1
D07689,prostate_cancer,HER2,0,0,0.797,572.6,3.92,0,1,12044,3,0.18,0.103,13,1
D07690,lung_cancer,PD1,1,0,0.628,533.5,2.1,2,0,48400,9,0.902,0.655,11,1
D07691,prostate_cancer,mTOR,0,0,0.507,505.0,3.53,1,0,6441,4,0.567,0.41,12,3
D07692,prostate_cancer,ALK,0,1,0.619,336.4,2.1,0,0,7660,4,0.398,0.346,8,3
D07693,lung_cancer,EGFR,1,0,0.565,551.1,3.7,1,0,30817,6,0.669,0.547,11,2
D07694,breast_cancer,VEGF,0,0,0.876,356.1,3.64,0,0,28895,6,0.484,0.331,9,2
D07695,lung_cancer,ALK,0,0,0.7,487.6,3.62,1,0,49870,9,0.734,0.596,8,2
D07696,breast_cancer,PD1,0,1,0.798,429.2,3.52,0,1,37011,5,0.285,0.236,12,2
D07697,ovarian_cancer,mTOR,1,1,0.819,547.5,2.72,2,0,7762,1,0.779,0.587,9,1
D07698,prostate_cancer,HER2,0,0,0.873,481.4,2.48,1,0,8954,3,0.59,0.482,9,1
D07699,melanoma,ALK,1,1,0.867,612.1,2.9,1,1,5686,4,0.313,0.289,8,2
D07700,ovarian_cancer,HER2,0,0,0.71,406.2,2.43,1,0,6508,4,0.568,0.438,10,3
D07701,lung_cancer,HER2,0,1,0.515,490.1,3.6,0,1,39756,10,0.249,0.243,12,3
D07702,breast_cancer,EGFR,1,0,0.603,373.1,4.48,1,0,31024,9,0.64,0.493,10,3
D07703,melanoma,HER2,0,0,0.583,504.7,3.37,1,0,6822,5,0.559,0.472,13,1
D07704,breast_cancer,PD1,0,1,0.473,472.2,3.02,0,1,23570,3,0.238,0.166,11,3
D07705,ovarian_cancer,HER2,1,0,0.839,468.1,3.81,2,0,7008,3,0.755,0.578,10,3
D07706,ovarian_cancer,mTOR,0,0,0.589,479.4,3.61,1,0,4373,2,0.577,0.442,9,3
D07707,lung_cancer,ALK,0,1,0.879,445.3,3.16,1,0,34469,9,0.657,0.556,8,1
D07708,prostate_cancer,EGFR,0,0,0.45,415.7,3.97,0,0,8211,3,0.411,0.334,10,2
D07709,prostate_cancer,VEGF,0,0,0.485,413.3,2.74,1,0,11584,5,0.583,0.462,13,1
D07710,melanoma,HER2,1,0,0.855,454.8,2.72,2,0,5592,2,0.758,0.529,9,3
D07711,prostate_cancer,BRAF,0,1,0.749,537.8,2.75,1,1,6644,1,0.348,0.267,8,2
D07712,melanoma,VEGF,0,1,0.462,591.5,2.35,0,1,9983,5,0.15,0.106,12,1
D07713,prostate_cancer,EGFR,0,0,0.833,493.6,2.38,1,0,11076,2,0.61,0.42,12,3
D07714,colon_cancer,HER2,0,0,0.812,513.7,2.99,1,0,29252,6,0.661,0.482,13,3
D07715,colon_cancer,HER2,1,1,0.75,467.6,3.95,1,1,27357,5,0.412,0.279,12,3
D07716,prostate_cancer,EGFR,0,0,0.599,427.7,3.47,1,0,8040,3,0.585,0.443,9,2
D07717,melanoma,ALK,1,1,0.609,418.5,3.09,2,0,6666,2,0.763,0.532,12,3
D07718,ovarian_cancer,mTOR,0,1,0.829,384.4,2.47,0,1,3966,1,0.16,0.075,14,2
D07719,prostate_cancer,EGFR,1,0,0.637,473.4,4.45,2,0,10619,2,0.783,0.545,11,1
D07720,colon_cancer,EGFR,1,1,0.694,488.1,4.32,1,1,24012,4,0.405,0.283,12,3
D07721,lung_cancer,mTOR,0,1,0.544,497.6,2.69,0,1,40915,7,0.285,0.252,11,2
D07722,prostate_cancer,EGFR,1,1,0.645,603.1,3.35,1,1,8171,3,0.336,0.207,13,3
D07723,lung_cancer,mTOR,1,1,0.68,428.6,3.38,1,1,40629,7,0.458,0.343,14,2
D07724,colon_cancer,BRAF,0,0,0.591,456.6,1.41,1,0,25049,6,0.64,0.442,13,2
D07725,ovarian_cancer,ALK,1,1,0.442,554.9,3.88,1,1,4238,5,0.296,0.248,11,1
D07726,colon_cancer,mTOR,1,0,0.796,627.0,3.34,2,0,24179,8,0.791,0.656,9,3
D07727,ovarian_cancer,PD1,1,0,0.747,460.1,3.67,2,0,6040,1,0.77,0.601,14,3
D07728,melanoma,BRAF,1,1,0.79,548.0,4.31,1,1,9688,5,0.323,0.214,10,2
D07729,lung_cancer,ALK,1,1,0.553,476.4,2.87,2,1,36628,8,0.603,0.436,9,1
D07730,ovarian_cancer,PD1,1,1,0.723,422.8,3.43,1,1,5455,3,0.322,0.247,11,2
D07731,melanoma,ALK,0,1,0.772,356.1,3.62,0,1,8519,5,0.143,0.126,9,3
D07732,prostate_cancer,HER2,1,0,0.615,527.0,3.47,2,0,13168,4,0.776,0.607,14,1
D07733,ovarian_cancer,ALK,1,0,0.599,491.1,4.23,2,0,8955,1,0.785,0.603,14,3
D07734,melanoma,VEGF,1,1,0.634,549.8,2.51,1,1,9498,1,0.362,0.256,9,3
D07735,melanoma,BRAF,1,1,0.609,432.9,2.3,1,0,5194,2,0.581,0.411,14,1
D07736,ovarian_cancer,VEGF,0,0,0.425,524.1,2.2,1,0,5280,3,0.571,0.391,14,2
D07737,breast_cancer,PD1,1,1,0.4,566.7,4.06,1,1,27470,6,0.402,0.256,9,2
D07738,melanoma,VEGF,1,0,0.807,409.7,2.85,2,0,9805,4,0.759,0.619,13,1
D07739,colon_cancer,HER2,0,0,0.805,481.3,3.71,1,0,22624,7,0.618,0.492,13,3
D07740,colon_cancer,mTOR,0,1,0.865,608.7,1.65,0,1,17822,4,0.199,0.134,14,3
D07741,ovarian_cancer,EGFR,1,1,0.891,454.5,2.79,2,0,3959,1,0.76,0.605,8,3
D07742,lung_cancer,BRAF,1,1,0.7,367.9,2.61,1,1,46035,5,0.505,0.326,10,3
D07743,colon_cancer,ALK,0,1,0.653,514.2,2.78,1,0,18030,8,0.585,0.426,13,3
D07744,prostate_cancer,VEGF,1,0,0.564,356.4,5.3,1,0,7191,3,0.581,0.404,12,3
D07745,colon_cancer,EGFR,1,1,0.848,501.3,3.09,2,1,18761,4,0.554,0.401,8,2
D07746,colon_cancer,VEGF,1,1,0.713,392.2,3.21,1,0,22670,3,0.658,0.496,14,1
D07747,breast_cancer,VEGF,0,1,0.68,466.9,1.49,0,1,37379,10,0.237,0.222,12,3
D07748,ovarian_cancer,mTOR,0,1,0.718,394.4,3.64,0,1,3441,3,0.137,0.149,9,3
D07749,lung_cancer,HER2,1,1,0.576,635.5,3.29,1,1,45306,6,0.492,0.338,13,2
D07750,ovarian_cancer,BRAF,1,0,0.462,568.2,2.88,1,0,8009,5,0.565,0.494,14,2
D07751,prostate_cancer,EGFR,1,0,0.599,473.1,3.87,2,0,14087,1,0.81,0.564,8,3
D07752,colon_cancer,VEGF,1,1,0.525,613.0,4.04,0,1,21455,5,0.207,0.121,14,1
D07753,ovarian_cancer,BRAF,1,0,0.785,394.7,2.95,2,0,3079,5,0.715,0.591,10,3
D07754,ovarian_cancer,ALK,1,0,0.623,502.2,2.79,2,0,4939,5,0.725,0.593,9,2
D07755,lung_cancer,PD1,1,0,0.835,511.0,3.66,2,0,49753,10,0.899,0.721,10,3
D07756,breast_cancer,mTOR,1,0,0.599,560.2,4.35,1,0,29382,3,0.692,0.535,13,1
D07757,colon_cancer,EGFR,1,1,0.511,453.6,1.91,1,0,21747,5,0.634,0.443,12,1
D07758,colon_cancer,ALK,0,0,0.44,508.7,4.51,0,0,21564,5,0.458,0.335,9,2
D07759,prostate_cancer,BRAF,1,1,0.694,441.8,3.55,1,1,7684,2,0.343,0.246,14,3
D07760,colon_cancer,ALK,1,1,0.61,535.7,3.15,2,0,29435,3,0.867,0.644,13,3
D07761,colon_cancer,HER2,0,0,0.672,480.6,2.26,1,0,19800,8,0.594,0.504,9,1
D07762,breast_cancer,mTOR,0,0,0.557,300.0,2.11,0,0,22752,3,0.484,0.402,10,3
D07763,lung_cancer,mTOR,1,0,0.407,448.8,3.88,2,0,44576,7,0.903,0.658,14,1
D07764,ovarian_cancer,ALK,0,0,0.418,471.7,2.58,1,0,3883,4,0.554,0.453,13,1
D07765,ovarian_cancer,VEGF,0,1,0.586,408.7,3.53,0,1,7864,5,0.139,0.135,13,3
D07766,prostate_cancer,VEGF,1,0,0.77,588.7,3.85,2,0,6621,3,0.753,0.578,9,1
D07767,lung_cancer,BRAF,1,1,0.433,528.5,1.82,1,1,45822,9,0.464,0.347,13,2
D07768,breast_cancer,PD1,1,1,0.736,451.9,4.56,1,1,31932,9,0.395,0.345,12,2
D07769,colon_cancer,mTOR,0,1,0.449,569.8,1.77,0,1,29049,4,0.255,0.125,11,3
D07770,colon_cancer,HER2,1,0,0.691,475.6,3.29,2,0,25101,5,0.826,0.584,10,3
D07771,ovarian_cancer,PD1,1,0,0.6,419.0,1.15,2,0,5608,1,0.768,0.598,11,1
D07772,prostate_cancer,VEGF,1,0,0.501,487.9,2.37,2,0,9056,4,0.755,0.587,12,1
D07773,melanoma,EGFR,0,1,0.613,417.3,2.72,0,1,7053,1,0.175,0.081,11,1
D07774,prostate_cancer,PD1,1,1,0.695,469.3,2.99,2,0,7545,1,0.778,0.525,11,1
D07775,ovarian_cancer,EGFR,1,1,0.64,409.3,2.82,1,0,4887,5,0.549,0.433,9,2
D07776,lung_cancer,ALK,0,1,0.416,339.4,3.25,0,0,40366,5,0.552,0.382,11,2
D07777,lung_cancer,EGFR,0,0,0.588,300.0,2.77,0,0,38423,5,0.542,0.432,10,2
D07778,breast_cancer,VEGF,1,1,0.821,553.5,2.15,2,1,36588,9,0.593,0.472,11,3
D07779,breast_cancer,mTOR,0,1,0.641,537.3,3.92,0,1,29227,6,0.236,0.141,10,3
D07780,ovarian_cancer,ALK,1,1,0.664,300.0,2.88,1,1,5759,3,0.324,0.193,11,1
D07781,ovarian_cancer,VEGF,0,1,0.404,300.0,2.91,0,0,4404,2,0.402,0.349,12,1
D07782,ovarian_cancer,ALK,1,0,0.856,479.4,1.01,2,0,8793,4,0.754,0.6,8,1
D07783,ovarian_cancer,mTOR,1,0,0.669,634.0,3.23,1,0,4564,1,0.588,0.485,14,3
D07784,melanoma,ALK,0,0,0.52,412.1,4.17,0,0,7847,2,0.419,0.289,8,2
D07785,colon_cancer,ALK,1,1,0.815,336.4,2.02,1,1,23046,3,0.41,0.307,10,2
D07786,lung_cancer,PD1,0,1,0.445,300.0,4.44,0,1,46272,8,0.301,0.183,14,1
D07787,colon_cancer,VEGF,1,1,0.625,506.6,3.53,1,1,18709,4,0.379,0.316,14,1
D07788,melanoma,EGFR,1,0,0.545,504.1,3.46,2,0,9361,4,0.757,0.573,13,1
D07789,colon_cancer,VEGF,1,1,0.878,486.2,3.22,2,1,18420,5,0.542,0.436,8,2
D07790,lung_cancer,PD1,1,0,0.691,488.6,2.51,2,0,36172,5,0.881,0.598,10,1
D07791,melanoma,PD1,1,0,0.602,476.3,3.22,2,0,7722,4,0.749,0.599,8,3
D07792,prostate_cancer,BRAF,0,1,0.524,488.8,1.82,0,1,14845,3,0.194,0.157,14,2
D07793,melanoma,EGFR,1,1,0.779,372.4,3.87,1,1,7388,5,0.312,0.248,10,1
D07794,colon_cancer,mTOR,0,1,0.453,455.4,3.47,0,0,29318,3,0.517,0.415,14,2
D07795,lung_cancer,EGFR,1,1,0.52,392.6,1.82,1,0,26633,6,0.648,0.509,13,2
D07796,prostate_cancer,EGFR,0,0,0.49,412.5,2.82,1,0,14482,4,0.607,0.506,11,3
D07797,melanoma,BRAF,0,1,0.451,426.8,4.04,0,1,6558,3,0.153,0.148,11,3
D07798,lung_cancer,EGFR,0,1,0.502,494.4,4.48,0,1,44046,5,0.32,0.258,13,2
D07799,ovarian_cancer,HER2,0,0,0.681,512.4,1.07,1,0,7723,3,0.584,0.433,10,3
D07800,lung_cancer,ALK,1,1,0.559,564.5,1.79,1,1,27859,6,0.404,0.312,14,3
D07801,prostate_cancer,ALK,0,1,0.764,498.4,2.38,1,1,8072,1,0.355,0.212,8,1
D07802,prostate_cancer,HER2,0,0,0.743,651.4,4.15,0,1,9280,4,0.156,0.107,11,3
D07803,colon_cancer,mTOR,1,1,0.786,420.7,2.9,1,1,20359,7,0.357,0.309,9,1
D07804,melanoma,HER2,1,0,0.85,499.6,3.69,2,0,7630,4,0.748,0.564,8,3
D07805,melanoma,BRAF,0,1,0.845,482.3,2.18,0,1,5590,4,0.138,0.163,10,3
D07806,colon_cancer,ALK,0,1,0.545,422.6,3.0,0,1,21214,3,0.226,0.138,10,2
D07807,breast_cancer,HER2,1,1,0.406,578.8,3.34,0,1,24632,5,0.223,0.139,13,3
D07808,prostate_cancer,BRAF,0,0,0.699,418.1,3.52,0,0,10196,2,0.431,0.292,12,2
D07809,breast_cancer,HER2,0,0,0.737,449.0,3.71,1,0,36447,8,0.677,0.495,13,2
D07810,breast_cancer,PD1,0,0,0.428,682.2,2.71,0,0,29501,7,0.478,0.387,8,1
D07811,prostate_cancer,HER2,1,1,0.495,544.1,2.4,1,1,8671,5,0.318,0.278,10,2
D07812,melanoma,mTOR,1,1,0.809,471.0,3.02,2,0,7922,1,0.78,0.557,14,3
D07813,ovarian_cancer,ALK,1,1,0.492,464.5,4.97,1,1,3605,5,0.293,0.246,13,1
D07814,breast_cancer,BRAF,1,1,0.681,455.5,3.47,2,1,34241,8,0.591,0.421,9,2
D07815,ovarian_cancer,ALK,1,0,0.416,325.6,3.35,1,0,6503,4,0.568,0.412,10,1
D07816,prostate_cancer,EGFR,0,1,0.506,571.4,2.58,0,1,13700,2,0.199,0.134,12,1
D07817,melanoma,ALK,1,1,0.436,300.0,2.97,1,0,9218,5,0.571,0.425,8,2
D07818,breast_cancer,PD1,0,0,0.61,481.4,3.58,1,0,34193,9,0.656,0.463,12,3
D07819,melanoma,mTOR,1,1,0.666,640.9,2.7,1,1,9863,3,0.344,0.278,10,2
D07820,breast_cancer,PD1,0,1,0.864,411.5,2.07,1,0,33955,6,0.685,0.554,11,2
D07821,colon_cancer,VEGF,1,0,0.565,495.8,3.38,2,0,20835,4,0.814,0.605,12,1
D07822,lung_cancer,EGFR,1,1,0.691,436.3,3.62,1,1,37897,8,0.434,0.333,13,1
D07823,colon_cancer,mTOR,0,0,0.717,517.2,3.03,1,0,24393,4,0.657,0.47,11,3
D07824,melanoma,mTOR,1,1,0.823,407.8,2.61,1,0,5157,2,0.581,0.433,14,1
D07825,breast_cancer,mTOR,0,1,0.777,300.0,3.19,0,1,30622,7,0.233,0.183,11,3
D07826,ovarian_cancer,VEGF,1,0,0.523,482.1,3.15,2,0,8655,1,0.783,0.534,12,1
D07827,melanoma,PD1,0,1,0.712,520.3,3.31,1,0,9735,3,0.594,0.425,11,3
D07828,melanoma,PD1,0,0,0.836,471.2,3.04,1,0,6429,4,0.567,0.478,11,3
D07829,prostate_cancer,HER2,0,0,0.704,367.7,2.53,0,0,13853,4,0.429,0.293,8,3
D07830,melanoma,mTOR,1,1,0.701,484.0,2.41,2,1,5451,2,0.507,0.369,12,1
D07831,melanoma,BRAF,0,1,0.662,548.8,2.47,1,1,8866,5,0.319,0.24,12,1
D07832,prostate_cancer,VEGF,0,0,0.555,497.3,3.09,1,0,13238,5,0.591,0.476,8,3
D07833,melanoma,HER2,1,0,0.594,539.7,3.72,2,0,5315,1,0.767,0.564,14,1
D07834,lung_cancer,EGFR,1,0,0.823,535.5,1.32,2,0,41162,9,0.866,0.629,13,1
D07835,breast_cancer,mTOR,0,0,0.585,575.5,4.22,0,0,36403,10,0.482,0.395,10,3
D07836,prostate_cancer,ALK,1,1,0.673,441.4,3.19,2,1,7790,3,0.509,0.419,11,2
D07837,ovarian_cancer,mTOR,0,1,0.674,408.7,1.44,0,0,8703,5,0.394,0.329,11,1
D07838,breast_cancer,VEGF,1,1,0.83,420.9,2.57,1,0,38662,5,0.718,0.559,11,1
D07839,lung_cancer,BRAF,0,0,0.503,451.6,2.23,1,0,29070,7,0.65,0.509,10,2
D07840,colon_cancer,mTOR,0,1,0.682,421.3,2.99,0,1,23446,5,0.217,0.162,12,2
D07841,breast_cancer,ALK,0,1,0.595,418.4,3.43,0,0,33469,9,0.477,0.369,10,1
D07842,breast_cancer,EGFR,0,1,0.717,534.5,4.9,0,1,24189,7,0.201,0.119,12,1
D07843,colon_cancer,BRAF,0,1,0.72,570.1,3.19,0,1,28586,3,0.263,0.193,13,1
D07844,prostate_cancer,mTOR,0,1,0.57,430.4,3.23,0,1,11546,5,0.158,0.135,8,1
D07845,lung_cancer,ALK,0,1,0.711,506.1,2.59,1,0,28907,8,0.64,0.48,13,3
D07846,melanoma,VEGF,1,0,0.545,542.7,1.88,2,0,8354,4,0.752,0.607,8,2
D07847,melanoma,EGFR,0,0,0.697,460.4,3.44,1,0,6755,5,0.559,0.455,12,2
D07848,ovarian_cancer,mTOR,1,1,0.791,457.0,2.83,2,0,7034,2,0.765,0.549,13,3
D07849,breast_cancer,mTOR,1,1,0.463,469.0,2.33,1,0,33614,6,0.683,0.559,8,1
D07850,prostate_cancer,HER2,1,0,0.501,573.9,2.19,1,0,7228,2,0.591,0.457,13,1
D07851,ovarian_cancer,PD1,0,1,0.649,505.5,3.33,0,1,5871,2,0.159,0.069,13,2
D07852,melanoma,BRAF,0,0,0.657,404.1,3.06,1,0,7392,3,0.582,0.48,14,3
D07853,melanoma,BRAF,1,0,0.684,407.2,4.11,2,0,7375,1,0.777,0.54,9,1
D07854,prostate_cancer,VEGF,0,1,0.604,388.9,2.48,0,1,14035,5,0.17,0.168,9,2
D07855,lung_cancer,EGFR,0,1,0.887,382.1,1.91,0,1,28019,3,0.26,0.216,12,1
D07856,prostate_cancer,BRAF,0,0,0.442,607.3,3.43,0,0,13666,3,0.438,0.368,10,1
D07857,melanoma,BRAF,1,1,0.862,491.2,2.47,2,1,7488,2,0.517,0.37,9,2
D07858,melanoma,mTOR,0,1,0.656,552.6,2.34,0,1,5303,4,0.137,0.105,8,1
D07859,prostate_cancer,VEGF,1,1,0.677,543.5,2.3,1,1,9672,2,0.353,0.255,14,3
D07860,melanoma,HER2,1,1,0.731,428.4,3.61,1,1,8635,2,0.348,0.26,10,2
D07861,ovarian_cancer,BRAF,0,1,0.599,549.1,3.48,0,1,6899,1,0.174,0.07,13,1
D07862,prostate_cancer,ALK,1,0,0.71,396.0,2.64,2,0,6986,5,0.735,0.544,9,1
D07863,colon_cancer,BRAF,1,1,0.519,492.6,2.32,2,1,20530,4,0.563,0.389,12,3
D07864,prostate_cancer,ALK,1,0,0.846,589.7,1.08,2,0,6974,2,0.765,0.601,12,1
D07865,colon_cancer,EGFR,1,0,0.698,417.7,2.59,2,0,18311,3,0.812,0.612,9,3
D07866,colon_cancer,mTOR,0,1,0.52,300.0,1.88,0,1,18878,6,0.184,0.196,12,2
D07867,colon_cancer,HER2,1,1,0.401,530.0,3.02,1,1,22562,4,0.398,0.279,14,2
D07868,breast_cancer,BRAF,1,1,0.762,605.9,4.24,1,1,26956,6,0.4,0.269,10,3
D07869,breast_cancer,ALK,1,1,0.73,514.6,3.25,1,1,22643,3,0.408,0.24,9,3
D07870,lung_cancer,EGFR,0,0,0.414,485.3,0.88,0,0,32988,8,0.485,0.372,8,1
D07871,lung_cancer,PD1,0,0,0.883,368.4,3.08,1,0,31048,10,0.63,0.505,9,1
D07872,breast_cancer,HER2,1,0,0.68,529.3,3.23,2,0,20859,4,0.814,0.63,12,1
D07873,breast_cancer,PD1,0,0,0.523,408.6,3.75,1,0,31045,7,0.66,0.52,14,3
D07874,melanoma,ALK,1,1,0.708,598.6,3.75,1,1,6306,2,0.337,0.274,10,3
D07875,ovarian_cancer,ALK,1,0,0.429,559.2,2.55,1,0,6224,5,0.556,0.411,9,3
D07876,colon_cancer,BRAF,0,1,0.427,566.1,3.12,0,1,27116,8,0.206,0.203,13,1
D07877,colon_cancer,mTOR,0,0,0.69,520.9,3.29,1,0,17246,7,0.591,0.47,13,1
D07878,melanoma,BRAF,1,0,0.575,470.3,2.31,2,0,5771,2,0.759,0.584,10,1
D07879,prostate_cancer,EGFR,0,1,0.72,473.4,3.79,0,1,10358,2,0.182,0.102,13,3
D07880,colon_cancer,PD1,1,1,0.646,444.7,3.71,1,1,17251,5,0.361,0.264,14,1
D07881,breast_cancer,EGFR,0,0,0.573,539.0,2.76,1,0,36364,8,0.677,0.476,9,3
D07882,prostate_cancer,VEGF,1,0,0.615,591.1,2.72,2,0,9684,4,0.758,0.617,8,1
D07883,prostate_cancer,EGFR,0,0,0.508,600.8,3.35,0,0,8500,5,0.392,0.354,8,2
D07884,prostate_cancer,BRAF,0,0,0.482,478.7,2.29,1,0,11505,5,0.583,0.45,11,2
D07885,colon_cancer,EGFR,0,1,0.408,472.9,2.84,0,0,26683,7,0.463,0.412,14,3
D07886,breast_cancer,VEGF,1,0,0.441,379.3,2.83,1,0,35582,10,0.653,0.465,10,3
D07887,prostate_cancer,HER2,1,0,0.661,415.7,3.47,2,0,10738,3,0.774,0.569,9,3
D07888,breast_cancer,VEGF,0,0,0.437,584.5,2.02,0,0,22212,3,0.481,0.355,9,3
D07889,breast_cancer,ALK,1,0,0.807,617.0,2.9,2,0,39363,10,0.847,0.6,13,3
D07890,lung_cancer,HER2,0,1,0.716,402.0,3.61,0,1,41571,7,0.288,0.188,11,1
D07891,breast_cancer,VEGF,0,0,0.618,444.3,2.93,1,0,27386,3,0.682,0.459,8,1
D07892,lung_cancer,BRAF,1,1,0.518,447.7,2.35,1,0,32657,9,0.648,0.494,12,3
D07893,colon_cancer,ALK,0,0,0.66,537.9,2.77,1,0,21746,5,0.634,0.442,11,2
D07894,breast_cancer,EGFR,1,1,0.653,365.1,3.44,1,1,25401,7,0.382,0.254,9,1
