indication,target,molecular_weight,logP,traditional_time_years
kidney_cancer,OX40,462.8,3.09,14.48
anxiety,IL-13,440.9,1.55,13.01
sepsis,LAG3,605.0,2.06,12.5
psoriasis,SGLT2,341.2,2.79,11.27
multiple_sclerosis,CD47,373.1,2.95,13.89
malaria,D2,505.0,4.0,7.15
adhd,PI3K,515.2,2.69,13.68
kidney_disease,BRAF,454.0,3.41,10.57
cardiomyopathy,c-MET,309.4,3.57,11.52
cardiomyopathy,TIGIT,333.4,5.04,10.35
type2_diabetes,CD47,417.6,2.82,8.73
psoriasis,CEA,388.4,2.37,14.04
tuberculosis,TGF_beta,631.9,3.94,12.28
copd,SGLT2,326.1,4.5,9.77
celiac_disease,EGFR,545.5,2.72,11.02
colorectal_cancer,TNF_alpha,474.5,2.99,11.96
esophageal_cancer,NMDA,607.8,2.2,12.98
coronary_artery_disease,RET,461.7,2.57,10.61
epilepsy,TOP1,335.4,5.19,12.0
als,c-MET,355.5,3.22,11.84
chronic_pain,TNF_alpha,310.7,2.6,8.77
brain_cancer,VEGFR,483.8,2.18,12.23
esophageal_cancer,RET,496.9,2.73,10.74
coronary_artery_disease,GR,542.8,4.36,8.49
atherosclerosis,PD-1,403.1,3.08,11.45
malaria,PD-L1,464.7,3.62,12.05
migraine,IL-4,451.2,3.19,10.95
liver_cancer,TGF_beta,430.5,3.12,11.66
covid_19,IL-6,553.8,3.65,7.52
malaria,GR,506.1,3.72,8.14
colon_cancer,HER2,437.7,3.32,12.4
stroke,CD19,363.2,4.27,10.8
copd,TIGIT,227.4,2.91,10.79
huntingtons,5-HT1A,541.3,1.64,11.64
arrhythmia,GABA_B,482.0,2.32,10.3
migraine,GCGR,420.5,3.95,11.88
asthma,GCGR,465.8,0.97,12.25
arrhythmia,CD22,371.9,3.98,10.65
huntingtons,AR,485.9,4.75,13.54
ulcerative_colitis,PD-L1,584.6,2.66,11.43
hypertension,STAT,650.3,3.02,10.98
hyperlipidemia,HGF,373.0,2.37,10.3
hyperlipidemia,TIM3,269.5,4.61,11.49
thyroid_cancer,AP-1,577.6,1.98,13.21
hypertension,PD-L1,431.8,3.1,13.3
colon_cancer,TIM3,373.2,1.24,12.42
sepsis,HDAC,433.2,2.68,8.1
bladder_cancer,AR,418.9,3.22,12.32
kidney_disease,CD20,564.4,2.7,13.96
liver_disease,TNF_alpha,463.6,3.73,9.58
ulcerative_colitis,CD33,494.3,2.39,12.44
crohns_disease,D2,457.7,3.55,12.36
obesity,5-HT2A,359.7,4.26,8.25
celiac_disease,CD47,564.5,2.28,10.45
copd,NF-kB,465.5,3.64,9.89
autism,DNMT,406.4,3.48,13.28
pancreatic_cancer,ER_alpha,463.1,1.53,11.44
atherosclerosis,CTLA-4,486.7,1.9,11.85
heart_failure,RET,525.1,2.33,11.94
influenza,CTLA-4,437.1,4.37,10.15
crohns_disease,ROS1,489.7,1.92,11.82
type1_diabetes,AP-1,368.8,2.4,8.92
leukemia,PD-1,481.6,3.36,11.78
bladder_cancer,IL-4,382.6,1.83,9.81
stroke,BTK,472.5,2.82,10.84
asthma,GLP-1R,622.6,3.04,11.2
kidney_disease,BCR-ABL,595.1,1.83,11.53
alzheimers,HDAC,324.1,1.88,11.04
arthritis,p53,545.1,4.76,14.33
heart_failure,mTOR,387.4,2.54,10.45
type1_diabetes,5-HT2A,356.5,1.19,13.55
bipolar_disorder,HGF,507.5,3.22,12.6
prostate_cancer,CD38,450.8,1.6,13.88
type1_diabetes,p53,581.2,2.5,12.0
lupus,TNF_alpha,492.7,1.55,12.47
lung_cancer,Hedgehog,434.8,3.29,14.46
multiple_sclerosis,PDGFR,476.2,3.15,10.58
colon_cancer,BRD4,489.6,1.87,11.69
cardiomyopathy,5-HT2A,465.8,3.11,9.14
migraine,MEK,468.5,3.07,9.2
influenza,OX40,348.1,1.68,7.69
osteoporosis,PDGFR,272.9,3.82,7.52
celiac_disease,CD47,516.2,3.84,10.67
pneumonia,CD33,474.5,0.87,9.13
bladder_cancer,PD-1,367.9,3.17,12.8
hypertension,5-HT2A,460.8,2.78,10.35
lung_cancer,GPC3,479.5,3.01,14.97
malaria,IL-13,459.7,2.36,8.33
sepsis,ALK,528.6,2.57,9.04
chronic_pain,RET,343.5,2.23,11.04
cardiomyopathy,BTK,422.1,3.99,11.7
atherosclerosis,EGF,446.6,2.81,11.58
epilepsy,HER3,350.1,3.79,11.62
lupus,ROS1,397.8,2.9,12.57
kidney_cancer,GCGR,568.4,3.51,12.61
insomnia,TOP2,319.7,1.23,7.49
autism,MR,444.9,1.79,12.85
ulcerative_colitis,VEGFPARP,501.9,3.04,10.36
liver_cancer,NF-kB,463.2,2.29,13.33
arthritis,VEGFR,589.3,5.84,11.86
atherosclerosis,OX40,427.7,3.35,9.38
als,TOP1,457.8,2.74,12.36
lupus,AMPA,383.4,1.92,11.61
sepsis,FGFR,359.2,3.41,7.25
thyroid_cancer,GR,408.4,0.42,13.86
hypertension,NTRK,485.6,2.96,10.46
schizophrenia,GCGR,557.7,3.37,9.75
arrhythmia,IL-13,331.7,0.77,11.03
asthma,RET,392.4,2.37,10.27
obesity,ER_beta,525.5,2.99,9.31
obesity,VEGFR,540.7,1.68,9.46
migraine,FGF,527.2,3.72,10.0
kidney_cancer,BCMA,288.5,4.32,14.91
atherosclerosis,PD-L1,457.5,3.39,12.1
hyperlipidemia,OX40,380.8,4.28,10.19
huntingtons,CD20,355.1,3.83,11.46
celiac_disease,MEK,515.6,2.03,12.5
obesity,5-HT1A,608.7,3.23,8.86
obesity,EGFR,502.3,1.47,9.93
asthma,IL-23,619.4,1.78,12.35
stroke,D2,532.0,2.01,8.67
coronary_artery_disease,MR,400.5,3.79,7.58
gout,c-MET,532.2,1.73,8.05
prostate_cancer,PI3K,537.2,4.04,11.13
multiple_sclerosis,GIPR,375.0,4.6,12.99
lung_cancer,TGF_beta,333.5,2.38,9.71
colon_cancer,GABA_B,488.3,2.15,13.3
type1_diabetes,IL-17,471.1,3.24,12.07
bladder_cancer,ROS1,435.0,3.83,10.98
gout,TNF_alpha,431.7,3.23,6.51
ulcerative_colitis,GLP-1R,541.7,3.79,12.39
hiv_aids,CD22,512.9,1.85,10.14
type2_diabetes,AR,492.0,2.12,9.18
arrhythmia,MEK,347.5,2.93,7.8
thyroid_cancer,HDAC,377.7,3.79,11.93
pneumonia,OX40,515.2,1.1,9.79
celiac_disease,PDGFR,383.7,1.54,9.12
schizophrenia,IL-17,413.0,3.46,10.68
thyroid_cancer,IL-13,430.6,2.41,10.51
autism,IL-1,554.0,0.7,12.92
obesity,p53,548.9,2.46,13.18
rheumatoid_arthritis,DNMT,443.8,2.47,11.35
asthma,PI3K,573.4,1.77,8.21
pancreatic_cancer,ROS1,450.9,3.53,11.87
huntingtons,GLP-1R,321.1,2.08,10.67
brain_cancer,FGF,438.1,2.11,11.62
obesity,PD-1,384.8,2.65,9.41
copd,TGF_beta,502.0,2.66,8.62
osteoporosis,IL-17,536.3,2.0,7.55
copd,ER_alpha,349.8,4.93,9.12
arrhythmia,FGFR,397.4,1.69,8.79
kidney_disease,CTLA-4,310.6,4.08,10.2
cardiomyopathy,CD19,422.7,2.75,11.79
arrhythmia,mTOR,437.3,4.01,8.16
influenza,HIF,435.6,5.34,9.63
als,FGF,460.7,4.06,12.57
influenza,ER_alpha,514.4,2.96,9.58
crohns_disease,AMPA,403.0,3.33,11.99
esophageal_cancer,5-HT2A,490.8,2.43,10.29
adhd,DNMT,463.3,4.24,9.98
arthritis,ALK,615.6,3.85,9.4
hypertension,5-HT2A,599.0,2.37,8.8
fibromyalgia,VEGFR,506.2,4.34,10.5
obesity,D2,378.3,2.51,8.64
huntingtons,STAT,589.0,2.02,9.5
pneumonia,EGFR,342.7,4.53,10.92
epilepsy,HGF,545.7,3.43,11.9
kidney_cancer,c-MET,446.3,2.56,9.76
asthma,LAG3,472.6,4.58,12.86
lung_cancer,BRD4,469.1,5.17,15.64
hepatitis_c,p53,378.2,2.98,12.27
als,ER_alpha,420.2,1.91,11.32
rheumatoid_arthritis,TNF_alpha,437.8,3.42,11.59
liver_disease,VEGFR,491.9,5.17,12.04
bladder_cancer,HIF,487.2,4.15,11.21
coronary_artery_disease,AR,455.3,4.68,9.85
crohns_disease,OX40,641.9,3.53,12.97
epilepsy,CD47,370.6,2.45,12.7
arrhythmia,BRAF,472.6,3.46,10.75
lung_cancer,GABA_A,505.9,3.46,12.89
bipolar_disorder,TOP2,450.6,2.36,9.57
psoriasis,LAG3,482.1,4.85,13.79
als,EGF,531.6,3.53,11.45
celiac_disease,BRD4,532.4,2.63,9.98
esophageal_cancer,CDK6,409.3,2.25,9.46
lymphoma,GABA_A,440.0,2.58,10.97
psoriasis,GIPR,546.7,2.52,10.8
ulcerative_colitis,TIM3,385.8,4.94,11.83
breast_cancer,AKT,413.9,3.15,13.18
liver_cancer,CD38,486.1,1.86,14.7
melanoma,GCGR,548.8,3.64,12.06
asthma,IL-13,574.7,2.32,8.07
ulcerative_colitis,CDK6,457.9,3.04,11.46
esophageal_cancer,HGF,471.1,1.55,13.36
anxiety,ERK,458.9,1.57,11.83
melanoma,CD19,478.7,0.87,13.04
osteoporosis,EGF,301.9,3.82,8.28
crohns_disease,MEK,406.3,2.01,8.23
colorectal_cancer,BRD4,551.7,3.33,12.15
arthritis,HIF,519.8,2.83,8.94
arthritis,IL-1,664.4,2.4,13.04
adhd,IL-4,589.6,2.94,9.56
thyroid_cancer,PD-L1,317.6,3.48,14.5
hepatitis_c,CD22,475.2,1.95,13.19
lupus,JAK,376.2,2.98,12.85
colorectal_cancer,NTRK,478.0,0.53,10.29
lymphoma,GPC3,534.2,2.51,12.8
migraine,CD19,343.5,3.94,10.85
huntingtons,PR,448.1,4.22,10.25
als,ERK,485.0,3.0,8.39
huntingtons,ERK,437.8,3.48,10.52
covid_19,NMDA,416.9,2.15,8.22
cardiomyopathy,NF-kB,498.8,2.86,12.58
liver_disease,Wnt,452.7,4.09,13.47
asthma,CD20,440.9,3.02,10.54
liver_disease,GABA_A,402.0,3.43,10.86
covid_19,NF-kB,478.0,3.9,8.54
bladder_cancer,HER3,403.7,2.54,10.14
obesity,ALK,513.4,3.25,7.33
liver_disease,BRAF,377.5,4.31,9.08
colon_cancer,BCMA,314.1,3.78,12.69
alzheimers,BCR-ABL,348.8,4.89,13.11
lupus,BTK,326.4,4.15,9.04
fibromyalgia,EGF,443.5,2.63,8.6
atherosclerosis,Hedgehog,464.8,3.63,10.99
tuberculosis,IL-6,377.6,2.18,7.03
ovarian_cancer,TIGIT,502.0,1.29,13.65
epilepsy,ROS1,403.3,6.04,11.97
esophageal_cancer,GLP-1R,372.6,4.15,13.36
atherosclerosis,CD30,403.1,3.51,9.29
kidney_cancer,BCMA,502.3,4.13,12.73
liver_disease,AMPA,434.0,4.99,10.8
adhd,FGF,402.9,3.23,10.65
hiv_aids,STAT,469.6,1.88,10.18
hepatitis_c,mTOR,427.1,3.16,10.95
crohns_disease,HGF,415.4,5.44,12.25
celiac_disease,TIGIT,382.9,4.18,13.06
leukemia,STAT,518.5,2.99,14.3
crohns_disease,p53,380.8,2.23,10.67
celiac_disease,VEGFPARP,408.6,1.21,13.82
colorectal_cancer,RAS,369.7,1.52,12.39
tuberculosis,TOP2,557.7,3.62,8.9
ulcerative_colitis,HER4,512.9,3.59,10.24
hypertension,BRAF,463.4,4.46,8.44
kidney_disease,TNF_alpha,401.1,3.11,11.1
ovarian_cancer,STAT,509.8,1.68,13.81
melanoma,AKT,697.7,3.03,14.64
epilepsy,GPC3,461.4,4.26,12.66
lupus,AKT,523.2,3.04,13.06
influenza,CD30,460.4,1.5,11.23
liver_disease,DNMT,405.5,3.52,8.01
alzheimers,PD-1,485.5,4.22,11.94
arthritis,GR,440.4,1.61,8.28
malaria,CD38,534.5,4.44,9.71
colorectal_cancer,HER4,521.9,2.84,11.26
prostate_cancer,PD-L1,533.6,6.43,16.66
ovarian_cancer,mTOR,459.2,1.69,9.41
huntingtons,HER4,403.1,3.63,10.84
autism,GLP-1R,321.6,3.17,9.0
atherosclerosis,BTK,480.4,4.54,11.97
copd,HER2,554.8,3.86,8.32
prostate_cancer,TIGIT,277.0,3.92,11.6
rheumatoid_arthritis,mTOR,506.4,3.26,8.93
ovarian_cancer,HER3,311.6,2.22,11.1
melanoma,STAT,356.7,0.98,11.67
adhd,AKT,449.8,2.2,10.06
hypertension,mTOR,660.0,2.83,12.11
sepsis,mTOR,553.5,1.43,10.05
stomach_cancer,IL-6,407.6,3.1,13.96
liver_disease,IL-13,377.3,2.58,12.08
kidney_disease,GLP-1R,432.6,2.77,9.82
obesity,c-MET,598.4,3.38,8.11
cervical_cancer,DNMT,488.4,3.54,12.71
multiple_sclerosis,p53,499.0,2.92,12.21
asthma,TOP1,424.3,3.17,7.96
huntingtons,CD30,542.5,4.13,11.22
esophageal_cancer,HIF,430.8,3.77,13.44
depression,VEGFPARP,434.4,3.03,11.35
hiv_aids,CD22,412.1,2.82,12.72
type1_diabetes,GABA_A,557.3,3.09,12.65
lymphoma,IL-4,460.8,1.55,12.26
colon_cancer,VEGFR,425.3,2.76,11.09
atherosclerosis,PD-1,383.7,3.02,10.26
lupus,CTLA-4,415.7,3.08,11.5
pneumonia,HER2,459.7,2.04,7.96
stomach_cancer,GPC3,418.1,3.08,10.82
kidney_cancer,BCMA,544.7,3.26,14.35
lupus,TIM3,397.0,3.4,12.19
chronic_pain,BCR-ABL,586.6,3.92,12.67
arthritis,IL-17,493.8,3.73,10.58
arrhythmia,HIF,565.2,4.08,11.19
lymphoma,VEGFR,495.3,4.07,12.64
breast_cancer,TIGIT,363.5,1.5,12.55
liver_cancer,PI3K,462.6,3.07,12.52
influenza,CEA,406.5,3.83,8.96
depression,NTRK,301.0,2.47,11.25
tuberculosis,MR,411.2,1.36,8.57
schizophrenia,MEK,569.6,1.64,12.24
liver_disease,IGF1R,402.9,3.91,10.87
hepatitis_c,NMDA,501.7,1.89,7.69
arthritis,5-HT1A,504.6,3.29,9.18
als,ERK,636.6,3.4,12.89
multiple_sclerosis,HER4,438.7,2.14,11.03
tuberculosis,IL-17,390.5,2.17,9.13
huntingtons,RAS,559.7,3.02,15.09
kidney_cancer,LAG3,495.2,4.51,16.73
arthritis,BCR-ABL,261.3,4.28,10.32
sepsis,HER3,454.4,3.44,7.55
atherosclerosis,IGF1R,383.7,2.24,8.27
anxiety,PD-L1,489.1,5.38,11.25
obesity,NTRK,530.3,4.27,9.36
esophageal_cancer,NMDA,434.6,2.4,9.73
pneumonia,TIM3,387.5,2.51,8.81
asthma,CD19,285.8,2.28,9.62
alzheimers,ER_beta,405.2,2.82,9.4
heart_failure,HDAC,460.5,3.36,8.94
autism,BRD4,448.8,2.42,11.69
colorectal_cancer,Wnt,292.9,2.42,11.74
alzheimers,FGFR,372.2,3.47,11.66
stomach_cancer,CD22,522.7,3.94,13.76
als,CEA,510.6,2.87,12.84
lupus,GLP-1R,408.2,2.25,9.68
lupus,NOTCH,329.4,3.99,13.12
esophageal_cancer,IL-23,436.0,1.75,11.58
influenza,CD30,383.9,2.13,9.53
obesity,IGF1R,453.4,4.07,9.52
rheumatoid_arthritis,VEGFR,422.2,0.75,10.29
epilepsy,BCMA,434.9,2.84,14.34
ulcerative_colitis,HIF,432.0,2.37,9.73
liver_disease,CD30,467.4,3.07,8.18
fibromyalgia,RET,448.0,3.41,10.88
covid_19,DNMT,415.6,2.51,8.61
cervical_cancer,GPC3,560.4,3.56,11.24
kidney_disease,AMPA,516.2,4.23,9.4
depression,FGF,492.1,3.93,10.9
rheumatoid_arthritis,GLP-1R,323.7,3.2,8.95
fibromyalgia,AKT,435.4,4.68,10.08
pneumonia,CEA,524.2,2.37,9.92
epilepsy,TGF_beta,479.8,3.17,10.59
hyperlipidemia,HER3,486.3,1.98,9.02
huntingtons,HER4,478.8,2.77,11.32
celiac_disease,STAT,472.6,2.28,11.34
kidney_cancer,EGF,403.2,4.17,14.44
multiple_sclerosis,BRAF,365.9,2.02,12.94
influenza,FGF,445.9,2.23,6.93
lymphoma,AMPA,379.2,3.11,10.73
kidney_cancer,DNMT,329.6,1.99,9.59
adhd,PD-L1,614.3,3.46,15.43
heart_failure,5-HT2A,390.3,3.42,10.03
als,GLP-1R,495.4,3.99,10.27
autism,FGF,439.8,3.98,11.15
rheumatoid_arthritis,MYC,286.9,1.94,14.1
arthritis,VEGFPARP,463.1,3.33,9.01
lymphoma,GABA_B,377.1,3.26,13.09
hypertension,GCGR,400.1,2.72,10.96
cervical_cancer,BRAF,532.0,3.91,12.98
parkinsons,RAS,370.2,1.94,14.43
gout,BRD4,417.1,2.97,8.11
colorectal_cancer,TIGIT,397.4,4.04,15.99
type2_diabetes,NTRK,477.8,3.41,6.89
esophageal_cancer,PI3K,348.7,4.17,13.22
cervical_cancer,IL-23,224.4,3.83,12.19
psoriasis,BCR-ABL,524.7,2.57,14.18
colon_cancer,GCGR,551.8,2.94,13.96
schizophrenia,BTK,455.0,3.34,9.92
parkinsons,TOP2,704.9,4.34,15.05
colon_cancer,GCGR,506.1,2.09,11.79
stroke,ROS1,461.5,2.19,11.08
ovarian_cancer,HER2,515.8,3.14,9.97
arrhythmia,c-MET,360.0,3.08,9.58
huntingtons,IL-6,382.0,3.15,11.59
hyperlipidemia,CD47,381.3,3.03,7.68
celiac_disease,NMDA,510.0,2.95,10.75
lung_cancer,TGF_beta,418.7,3.2,12.14
multiple_sclerosis,HER4,505.8,1.89,11.82
asthma,NOTCH,470.9,4.32,10.12
epilepsy,BRD4,495.9,3.06,14.03
depression,ROS1,501.2,3.45,11.62
coronary_artery_disease,5-HT2A,510.3,0.98,12.33
colorectal_cancer,IL-17,325.7,4.0,10.75
asthma,MEK,329.6,3.4,8.18
esophageal_cancer,ERK,421.8,2.0,13.58
depression,BCMA,478.0,3.2,11.83
hepatitis_b,VEGFR,618.8,2.38,10.06
chronic_pain,5-HT1A,565.2,3.35,11.25
type2_diabetes,D2,397.1,3.8,10.16
breast_cancer,IL-13,495.3,3.04,11.6
lung_cancer,MYC,471.3,2.4,11.77
depression,PI3K,383.9,3.76,13.05
fibromyalgia,Hedgehog,432.1,2.92,11.71
kidney_disease,CD33,472.4,3.27,9.42
lung_cancer,BCR-ABL,335.7,4.29,13.28
influenza,CDK6,459.7,2.8,10.89
osteoporosis,mTOR,484.5,3.24,9.42
lymphoma,IL-4,511.4,3.54,13.84
ovarian_cancer,CD22,507.4,4.35,15.71
crohns_disease,PDGFR,520.7,2.84,12.83
hypertension,BRD4,360.2,4.67,11.06
bipolar_disorder,MYC,431.0,2.53,15.07
hyperlipidemia,D2,311.1,3.34,8.05
hepatitis_c,FGF,461.9,1.48,9.32
type2_diabetes,IL-23,486.3,2.5,7.89
brain_cancer,FGFR,665.2,2.43,13.93
tuberculosis,CD19,415.2,2.13,12.95
covid_19,IL-23,552.2,2.63,9.56
bladder_cancer,ALK,392.0,3.71,13.38
melanoma,GIPR,339.6,3.63,12.26
hypertension,LAG3,592.5,3.57,14.32
breast_cancer,TIM3,501.0,3.87,13.55
gout,BCMA,586.8,4.21,8.79
myocardial_infarction,GIPR,485.2,3.9,12.16
colon_cancer,FGFR,379.1,3.78,14.61
multiple_sclerosis,ERK,369.6,2.63,10.47
liver_disease,PI3K,203.4,3.4,7.97
stroke,ALK,398.5,4.11,8.27
colorectal_cancer,IL-13,481.2,4.12,13.32
type1_diabetes,BCR-ABL,363.3,4.04,10.92
gout,ER_beta,618.5,3.76,9.28
ulcerative_colitis,GABA_A,513.2,3.17,12.28
ovarian_cancer,HDAC,408.0,3.76,10.65
als,Wnt,329.5,2.58,11.54
schizophrenia,p53,308.3,2.3,14.77
colorectal_cancer,GABA_B,501.4,3.51,12.68
schizophrenia,ER_beta,454.1,3.17,8.95
influenza,VEGFR,299.1,2.63,9.29
kidney_disease,CD22,395.5,2.34,12.84
influenza,ROS1,498.0,2.14,9.99
hyperlipidemia,PD-1,401.6,0.91,10.27
celiac_disease,AMPA,426.5,1.91,13.0
crohns_disease,CTLA-4,456.3,2.05,14.77
heart_failure,CD19,458.4,2.86,12.86
depression,CDK4,583.8,3.5,10.63
liver_cancer,CTLA-4,302.8,1.74,12.05
autism,EGF,454.4,2.07,9.63
multiple_sclerosis,EGF,212.5,4.35,13.04
coronary_artery_disease,PI3K,507.6,3.52,9.66
breast_cancer,5-HT1A,401.4,3.43,12.98
colon_cancer,AP-1,393.7,3.2,12.4
fibromyalgia,LAG3,376.4,4.52,14.59
stomach_cancer,CEA,324.4,4.23,14.07
hyperlipidemia,AR,453.1,2.51,7.28
epilepsy,EGF,463.4,3.73,9.25
rheumatoid_arthritis,ER_alpha,559.3,3.31,11.45
covid_19,GR,378.7,3.06,10.72
gout,GR,595.3,4.35,10.32
celiac_disease,mTOR,522.7,3.8,10.14
colon_cancer,BCR-ABL,506.0,4.16,12.78
kidney_disease,CEA,413.5,1.64,8.35
chronic_pain,GABA_B,455.5,2.18,10.25
arthritis,GABA_A,365.6,2.28,11.94
adhd,TIGIT,648.8,3.14,11.7
ovarian_cancer,SGLT2,479.0,1.78,13.77
sepsis,TOP2,302.5,2.18,8.22
hyperlipidemia,AMPA,565.1,3.33,8.29
cardiomyopathy,HGF,497.9,3.74,7.68
brain_cancer,CTLA-4,402.7,4.39,12.16
migraine,PD-1,399.4,4.41,12.58
melanoma,IL-1,485.4,1.21,10.38
arthritis,IL-23,390.2,1.22,9.33
lupus,ER_alpha,543.1,2.98,8.98
osteoporosis,BRD4,271.7,3.38,7.95
huntingtons,BCMA,407.0,1.52,12.47
covid_19,EGF,584.2,3.11,10.82
brain_cancer,AP-1,426.5,2.6,10.85
tuberculosis,NOTCH,328.9,1.7,10.37
celiac_disease,IL-23,552.8,2.53,10.57
hypertension,CD33,451.8,0.96,12.03
thyroid_cancer,RAS,344.6,3.61,13.45
cervical_cancer,LAG3,480.2,4.75,17.06
arrhythmia,BCR-ABL,557.4,2.77,11.24
anxiety,AKT,487.8,2.68,11.99
kidney_disease,BCR-ABL,614.4,4.15,13.52
bladder_cancer,RET,463.6,3.2,12.97
liver_disease,ALK,565.6,3.58,9.81
lupus,mTOR,574.7,0.81,13.52
leukemia,mTOR,486.9,2.48,11.1
stomach_cancer,EGF,590.5,4.55,11.34
arrhythmia,CD22,452.6,4.54,13.82
pancreatic_cancer,NTRK,592.6,3.07,11.3
migraine,MYC,647.8,2.97,12.14
cervical_cancer,AR,432.8,3.87,10.43
depression,HER2,421.7,3.09,10.14
insomnia,OX40,562.8,3.02,7.95
coronary_artery_disease,IGF1R,314.4,3.37,7.78
type1_diabetes,FGFR,394.3,3.87,11.37
parkinsons,PD-L1,505.7,4.47,15.52
sepsis,HER4,522.6,4.09,7.51
cardiomyopathy,RET,396.5,3.8,8.26
sepsis,AMPA,607.5,2.31,8.32
migraine,mTOR,594.0,2.45,12.44
multiple_sclerosis,GABA_A,381.8,3.3,10.68
liver_cancer,GCGR,507.3,3.91,11.17
psoriasis,CD33,373.1,3.43,10.83
leukemia,BTK,395.2,1.51,13.19
als,HGF,375.7,2.25,10.87
cervical_cancer,MYC,491.7,4.15,11.83
liver_cancer,BCMA,332.1,3.35,12.03
als,FGF,355.9,3.63,9.1
ulcerative_colitis,TNF_alpha,400.2,1.95,9.58
atherosclerosis,DNMT,514.0,2.41,11.28
liver_cancer,mTOR,424.7,0.78,13.29
melanoma,RAS,525.7,3.82,12.58
type2_diabetes,CD30,450.4,1.47,9.06
stroke,ROS1,546.7,2.33,10.58
stroke,CDK6,413.7,5.31,9.41
crohns_disease,RAS,393.7,3.74,9.93
osteoporosis,CTLA-4,495.0,3.39,11.64
coronary_artery_disease,FGF,472.6,3.38,11.12
brain_cancer,CTLA-4,471.8,2.95,13.89
kidney_cancer,5-HT1A,570.9,1.69,12.81
influenza,PR,531.7,3.82,9.65
fibromyalgia,FGFR,505.9,4.12,11.4
covid_19,IL-4,442.6,1.13,7.67
parkinsons,JAK,444.2,2.01,10.58
ovarian_cancer,BCR-ABL,391.5,1.76,11.59
colon_cancer,CD47,411.8,2.4,13.05
asthma,D2,259.8,3.7,10.86
hepatitis_b,PI3K,627.6,3.61,10.12
colorectal_cancer,PD-1,433.8,2.95,12.06
multiple_sclerosis,BTK,416.3,3.09,12.37
hepatitis_b,IL-17,447.0,2.16,7.21
bipolar_disorder,MR,584.6,1.51,11.89
liver_disease,HDAC,507.5,2.9,9.94
liver_cancer,IL-1,602.1,3.34,13.99
gout,GPC3,421.2,2.75,10.33
hepatitis_b,CD33,453.2,1.86,11.04
epilepsy,TOP1,388.7,1.22,10.32
osteoporosis,TIM3,376.2,3.09,10.15
stroke,mTOR,474.0,1.02,9.63
psoriasis,GPC3,439.0,3.56,11.12
cardiomyopathy,5-HT2A,437.0,2.37,10.19
osteoporosis,MR,417.0,2.46,7.11
tuberculosis,CD22,399.1,3.17,9.81
stomach_cancer,TOP1,634.6,2.26,13.98
prostate_cancer,NOTCH,424.5,2.95,15.03
atherosclerosis,MYC,395.0,4.1,10.34
brain_cancer,CD22,260.3,2.47,15.06
ulcerative_colitis,STAT,515.5,2.71,12.25
parkinsons,AP-1,384.3,3.44,12.93
pneumonia,NOTCH,522.5,3.21,7.82
adhd,GR,385.9,3.46,10.96
multiple_sclerosis,GIPR,417.8,3.75,13.7
rheumatoid_arthritis,HDAC,568.7,0.39,13.05
prostate_cancer,IL-17,458.9,1.26,11.44
tuberculosis,CDK4,645.3,2.53,10.46
hypertension,HDAC,509.7,2.96,11.62
crohns_disease,D2,385.8,2.08,11.32
adhd,MR,576.9,3.96,13.57
arrhythmia,NMDA,605.5,3.06,13.25
myocardial_infarction,JAK,473.0,2.73,11.38
huntingtons,Wnt,427.0,1.96,12.32
ovarian_cancer,GPC3,456.7,2.21,11.47
gout,RET,485.4,3.17,9.23
osteoporosis,CDK4,473.0,4.68,10.56
chronic_pain,NMDA,447.0,3.76,11.93
arrhythmia,TIM3,614.1,4.31,16.32
als,NF-kB,542.3,2.69,11.55
tuberculosis,NOTCH,468.4,1.68,11.28
schizophrenia,FGFR,489.9,3.27,12.98
migraine,NTRK,451.9,4.03,10.96
atherosclerosis,TIM3,353.4,4.63,13.26
alzheimers,GABA_B,522.1,2.93,13.66
lung_cancer,RET,438.1,3.48,13.44
colorectal_cancer,ALK,571.7,3.1,11.56
stroke,HER4,461.5,3.02,7.54
leukemia,CEA,592.6,2.63,9.79
osteoporosis,Wnt,447.6,4.46,11.8
myocardial_infarction,ROS1,461.8,4.14,8.04
als,PI3K,377.1,2.79,12.05
pancreatic_cancer,VEGFPARP,568.8,2.32,10.08
als,NTRK,437.9,3.26,12.03
hiv_aids,EGF,370.9,2.59,10.56
lymphoma,NF-kB,459.0,3.05,13.67
sepsis,ER_beta,552.4,4.54,11.97
myocardial_infarction,CD19,381.5,3.11,12.85
parkinsons,IL-1,503.9,4.52,13.13
anxiety,GABA_B,507.5,3.29,10.1
kidney_cancer,IL-13,503.3,3.67,11.01
stroke,VEGFR,375.8,3.19,10.75
migraine,AP-1,566.7,2.79,12.86
cardiomyopathy,OX40,460.4,2.76,10.6
melanoma,CDK6,264.9,3.02,12.79
colorectal_cancer,ER_alpha,474.1,2.49,13.85
autism,ALK,357.6,2.12,11.22
type1_diabetes,BTK,511.1,4.97,13.0
ovarian_cancer,ERK,560.6,1.66,9.93
type1_diabetes,CD19,518.4,2.34,12.25
gout,GABA_B,403.4,2.54,10.48
hiv_aids,D2,506.5,3.96,9.32
sepsis,IL-23,442.2,2.92,9.15
myocardial_infarction,CD30,487.1,3.57,7.95
osteoporosis,CTLA-4,544.1,1.72,10.76
arrhythmia,PDGFR,451.6,1.93,10.18
copd,CD47,445.9,2.77,9.33
anxiety,HER2,446.3,2.2,10.39
