indication,target,molecular_weight,logP,toxicity_label
obesity,TNF_alpha,357.771,2.608,1
depression,NMDA,562.727,3.457,0
prostate_cancer,GABA_A,444.453,3.695,1
depression,PD-L1,510.236,3.377,1
lymphoma,GLP-1R,589.333,3.514,1
obesity,VEGF,434.25,2.335,0
ovarian_cancer,D2,486.96,3.117,0
lymphoma,VEGF,465.316,4.593,0
colorectal_cancer,mTOR,480.414,3.094,0
prostate_cancer,PD-1,397.229,3.011,0
ovarian_cancer,5-HT1A,535.817,3.379,1
schizophrenia,VEGF,520.589,2.92,0
melanoma,PD-L1,436.646,4.631,1
obesity,5-HT1A,453.431,3.032,0
obesity,TNF_alpha,545.963,3.846,1
migraine,HER2,425.881,3.002,0
lymphoma,5-HT1A,519.839,2.562,0
lung_cancer,IL-6,423.035,1.75,0
colorectal_cancer,VEGF,483.068,3.597,0
colon_cancer,D2,371.988,3.562,0
schizophrenia,TNF_alpha,342.896,2.372,1
depression,ALK,356.492,3.95,0
lung_cancer,VEGF,307.614,3.214,0
obesity,GLP-1R,313.369,2.179,0
melanoma,ALK,398.711,1.505,0
colon_cancer,PD-1,389.128,2.303,0
lung_cancer,PD-L1,480.168,3.514,1
migraine,BRAF,494.454,-0.074,0
obesity,IL-6,432.514,2.449,0
rheumatoid_arthritis,D2,388.873,1.638,0
obesity,NMDA,426.919,2.598,0
lung_cancer,D2,434.162,2.508,0
lung_cancer,GABA_A,381.718,4.524,0
ovarian_cancer,GIPR,423.756,2.552,0
psoriasis,TNF_alpha,451.971,2.898,0
type2_diabetes,D2,474.978,2.399,0
lymphoma,PD1,614.415,2.125,0
rheumatoid_arthritis,NMDA,398.433,4.224,0
breast_cancer,5-HT1A,466.433,2.96,0
melanoma,EGFR,381.137,2.468,0
colorectal_cancer,IL-6,402.492,4.107,1
colon_cancer,ALK,305.781,5.337,1
ovarian_cancer,GABA_A,466.586,2.698,0
rheumatoid_arthritis,PD-L1,506.527,1.443,1
type2_diabetes,D2,597.728,3.972,1
type2_diabetes,TNF_alpha,508.747,2.46,0
breast_cancer,EGFR,411.093,1.948,0
schizophrenia,5-HT1A,389.682,2.059,0
melanoma,PD-1,518.535,4.796,1
copd,GLP-1R,545.159,2.311,0
type2_diabetes,VEGF,317.668,3.524,0
ovarian_cancer,PD-L1,534.984,2.355,1
depression,EGFR,391.207,3.55,0
obesity,mTOR,440.383,3.803,1
psoriasis,PD1,492.302,2.874,1
breast_cancer,NMDA,513.527,2.808,1
type2_diabetes,PD1,418.167,1.766,0
rheumatoid_arthritis,mTOR,541.02,3.255,1
rheumatoid_arthritis,HER2,446.626,3.739,0
migraine,GABA_A,360.349,1.654,0
copd,TNF_alpha,521.158,4.106,0
obesity,VEGF,447.358,3.048,0
obesity,HER2,452.172,2.798,1
obesity,PD1,443.915,2.837,1
ovarian_cancer,NMDA,436.289,2.759,0
migraine,GABA_A,411.367,3.674,1
type2_diabetes,EGFR,351.248,1.427,0
migraine,D2,360.546,3.785,0
colon_cancer,PD1,406.887,1.669,1
obesity,5-HT1A,395.046,3.475,0
copd,5-HT1A,390.339,3.234,0
breast_cancer,ALK,431.433,1.31,1
copd,IL-6,330.916,2.393,0
ovarian_cancer,GLP-1R,492.117,2.954,0
lymphoma,BRAF,583.254,3.731,1
lymphoma,EGFR,583.857,2.167,0
colorectal_cancer,NMDA,524.238,2.849,1
obesity,BRAF,384.112,4.434,1
lung_cancer,5-HT1A,348.793,3.978,1
obesity,NMDA,297.27,1.272,0
schizophrenia,ALK,438.53,4.57,0
type2_diabetes,GIPR,392.744,4.089,0
psoriasis,mTOR,390.927,3.237,1
depression,D2,459.619,2.959,0
migraine,IL-6,382.735,2.929,0
migraine,VEGF,354.975,1.753,0
type2_diabetes,PD-L1,488.674,2.389,1
prostate_cancer,TNF_alpha,431.722,3.701,1
copd,TNF_alpha,482.376,3.065,0
lymphoma,PD1,514.669,3.582,0
rheumatoid_arthritis,SGLT2,556.267,3.347,1
migraine,PD1,464.027,2.605,0
copd,5-HT1A,416.418,2.323,0
copd,PD-1,421.204,2.019,1
type2_diabetes,GABA_A,291.532,2.636,0
ovarian_cancer,IL-6,400.503,1.501,0
lung_cancer,BRAF,421.013,4.544,1
type2_diabetes,GIPR,478.89,2.452,0
depression,mTOR,512.224,4.094,0
colorectal_cancer,EGFR,495.072,3.222,1
lung_cancer,BRAF,478.775,3.849,0
copd,GIPR,437.676,2.874,0
copd,5-HT1A,385.745,3.773,0
migraine,BRAF,416.551,0.53,0
breast_cancer,PD-L1,404.593,3.243,1
asthma,BRAF,422.518,2.601,0
type2_diabetes,GLP-1R,343.817,1.823,0
psoriasis,HER2,494.966,3.668,0
schizophrenia,GABA_A,414.622,3.45,0
lung_cancer,mTOR,492.177,2.758,0
rheumatoid_arthritis,PD-1,449.409,3.814,1
asthma,mTOR,439.432,3.34,0
depression,TNF_alpha,372.131,4.069,1
prostate_cancer,VEGF,453.506,2.205,0
colon_cancer,SGLT2,368.175,2.124,0
depression,GABA_A,492.417,2.473,1
ovarian_cancer,TNF_alpha,322.953,2.993,0
rheumatoid_arthritis,NMDA,430.303,2.982,0
melanoma,PD-1,490.922,3.081,1
melanoma,TNF_alpha,474.125,3.328,0
copd,PD-L1,272.301,2.936,0
copd,ALK,361.284,2.361,0
obesity,EGFR,336.103,5.382,0
colon_cancer,VEGF,407.851,3.481,0
rheumatoid_arthritis,PD-L1,341.257,4.651,0
lymphoma,D2,548.42,2.346,0
prostate_cancer,ALK,358.315,2.49,0
depression,SGLT2,474.507,3.812,1
colorectal_cancer,TNF_alpha,594.658,3.179,1
depression,BRAF,466.311,3.136,0
rheumatoid_arthritis,GIPR,468.963,3.788,1
lung_cancer,SGLT2,458.445,2.692,0
lung_cancer,GABA_A,490.137,1.99,1
asthma,NMDA,392.842,1.401,0
depression,GABA_A,404.571,3.024,0
copd,GIPR,427.931,2.536,0
psoriasis,GABA_A,487.994,4.581,1
colorectal_cancer,PD1,447.871,2.226,0
obesity,BRAF,487.062,3.78,1
migraine,GLP-1R,553.314,3.159,0
copd,GLP-1R,398.291,3.058,0
depression,NMDA,520.134,2.633,1
ovarian_cancer,GLP-1R,424.931,3.586,0
lung_cancer,NMDA,434.628,5.25,0
migraine,HER2,502.766,4.863,1
psoriasis,D2,553.581,4.912,1
schizophrenia,SGLT2,498.455,2.95,0
schizophrenia,GLP-1R,609.318,2.313,0
depression,PD-L1,370.88,1.992,0
migraine,GLP-1R,518.459,2.641,0
asthma,NMDA,401.161,1.627,0
melanoma,HER2,434.632,3.845,1
schizophrenia,D2,530.218,2.545,0
depression,SGLT2,322.391,3.899,0
rheumatoid_arthritis,5-HT1A,404.769,3.715,0
depression,GABA_A,447.961,4.216,1
rheumatoid_arthritis,BRAF,342.972,1.348,0
depression,ALK,446.512,3.216,1
obesity,GLP-1R,352.875,0.741,0
rheumatoid_arthritis,VEGF,408.36,2.4,0
schizophrenia,D2,406.05,4.243,0
lung_cancer,TNF_alpha,503.358,1.635,1
obesity,EGFR,464.33,2.352,0
type2_diabetes,GLP-1R,315.432,3.182,0
copd,EGFR,512.728,2.94,1
asthma,D2,464.774,3.504,0
copd,PD-1,485.274,2.745,1
prostate_cancer,ALK,374.331,1.603,0
lung_cancer,GABA_A,420.767,1.397,0
breast_cancer,ALK,408.258,2.766,1
melanoma,mTOR,631.726,1.352,0
schizophrenia,SGLT2,461.576,3.961,1
type2_diabetes,VEGF,300.22,3.095,0
type2_diabetes,SGLT2,657.45,4.913,1
ovarian_cancer,GIPR,503.759,1.834,0
ovarian_cancer,VEGF,433.334,5.024,1
ovarian_cancer,GABA_A,378.513,2.784,0
lymphoma,mTOR,505.013,2.072,0
prostate_cancer,ALK,382.881,2.738,0
breast_cancer,GIPR,510.429,3.741,1
asthma,HER2,428.324,4.162,1
migraine,GLP-1R,258.555,5.111,1
prostate_cancer,BRAF,501.596,2.362,0
obesity,D2,373.065,2.289,0
rheumatoid_arthritis,BRAF,506.841,3.299,1
ovarian_cancer,GABA_A,525.904,4.514,1
lung_cancer,BRAF,474.911,4.165,1
asthma,EGFR,491.499,1.606,1
depression,PD-1,375.689,2.331,1
asthma,BRAF,478.312,2.087,1
migraine,GIPR,504.114,3.897,1
schizophrenia,HER2,426.47,2.788,1
type2_diabetes,GIPR,475.207,4.238,1
breast_cancer,GIPR,502.116,3.959,0
asthma,PD1,466.537,2.715,0
schizophrenia,BRAF,431.913,3.314,1
lung_cancer,TNF_alpha,556.612,3.626,0
colon_cancer,D2,363.294,2.341,0
copd,PD-L1,375.059,4.698,0
breast_cancer,EGFR,585.39,4.178,1
copd,D2,308.243,2.474,0
lung_cancer,GABA_A,508.588,3.033,1
colorectal_cancer,SGLT2,355.321,3.271,0
psoriasis,SGLT2,591.493,3.017,1
copd,ALK,426.821,2.801,0
colorectal_cancer,BRAF,457.175,3.827,0
colorectal_cancer,D2,384.939,2.61,0
prostate_cancer,PD-L1,347.914,3.006,1
colorectal_cancer,EGFR,445.176,3.036,1
depression,ALK,441.445,4.283,1
colorectal_cancer,ALK,528.407,4.183,0
rheumatoid_arthritis,EGFR,420.705,4.563,1
obesity,VEGF,395.339,4.172,1
rheumatoid_arthritis,GLP-1R,284.621,2.029,0
lung_cancer,GIPR,407.469,3.417,0
breast_cancer,IL-6,526.949,1.514,1
lung_cancer,PD1,416.85,1.29,0
prostate_cancer,NMDA,451.965,2.35,0
lung_cancer,mTOR,502.476,3.063,0
asthma,GABA_A,596.554,2.67,1
rheumatoid_arthritis,IL-6,272.65,2.922,0
type2_diabetes,D2,562.36,1.444,0
copd,IL-6,482.397,4.46,1
depression,D2,494.501,3.001,0
colon_cancer,IL-6,430.946,1.614,1
asthma,mTOR,519.326,3.327,0
prostate_cancer,VEGF,416.928,4.117,0
copd,NMDA,444.898,3.681,1
asthma,NMDA,577.689,3.245,0
copd,EGFR,588.045,2.976,1
migraine,PD-L1,428.093,1.844,0
copd,5-HT1A,439.276,2.067,0
lung_cancer,PD-1,402.47,1.239,1
ovarian_cancer,PD-L1,456.637,2.575,1
colon_cancer,5-HT1A,513.681,3.962,1
lung_cancer,PD-1,454.324,2.302,1
copd,TNF_alpha,497.002,3.871,1
asthma,D2,580.789,2.88,0
lymphoma,SGLT2,494.088,3.597,0
colorectal_cancer,EGFR,388.06,2.12,1
melanoma,GIPR,448.344,4.379,1
psoriasis,PD-1,407.683,3.923,0
obesity,mTOR,519.413,2.964,0
ovarian_cancer,PD-L1,403.135,2.82,1
migraine,EGFR,488.315,3.971,1
lung_cancer,5-HT1A,377.41,2.263,0
melanoma,BRAF,330.58,4.032,0
copd,5-HT1A,478.285,1.709,0
copd,TNF_alpha,439.442,3.162,1
breast_cancer,PD1,648.78,3.287,0
colorectal_cancer,PD-1,437.5,4.048,1
depression,TNF_alpha,381.294,3.305,1
lymphoma,mTOR,524.212,3.118,1
schizophrenia,HER2,579.144,4.195,1
breast_cancer,GABA_A,420.209,1.533,0
breast_cancer,SGLT2,296.938,4.365,0
colon_cancer,PD1,367.778,2.353,0
psoriasis,5-HT1A,501.543,2.034,0
psoriasis,GLP-1R,497.483,3.26,0
copd,EGFR,406.051,2.283,0
migraine,VEGF,506.288,1.24,0
colorectal_cancer,NMDA,339.359,2.358,0
obesity,HER2,450.998,3.343,1
depression,5-HT1A,549.076,2.427,0
lymphoma,IL-6,442.657,3.514,0
breast_cancer,GLP-1R,386.489,4.2,0
breast_cancer,D2,456.76,1.771,0
asthma,PD-1,465.648,2.899,0
prostate_cancer,TNF_alpha,465.128,2.432,1
rheumatoid_arthritis,PD-1,598.283,4.963,1
psoriasis,IL-6,352.202,3.528,1
colon_cancer,PD-1,393.034,3.786,0
rheumatoid_arthritis,PD-1,334.799,3.377,0
ovarian_cancer,IL-6,500.176,3.536,0
psoriasis,GABA_A,395.124,3.274,0
lymphoma,HER2,329.981,3.265,0
schizophrenia,D2,448.757,4.763,1
copd,HER2,548.482,3.878,0
rheumatoid_arthritis,PD1,501.122,1.5,0
asthma,D2,457.849,4.35,0
breast_cancer,mTOR,493.123,3.152,0
breast_cancer,D2,413.035,0.89,0
type2_diabetes,D2,519.834,3.015,1
breast_cancer,GIPR,448.615,3.356,0
asthma,PD1,338.565,2.405,0
lymphoma,D2,346.602,2.967,0
rheumatoid_arthritis,PD-L1,333.862,1.92,0
melanoma,BRAF,359.166,3.135,1
schizophrenia,GABA_A,421.99,3.604,0
psoriasis,VEGF,394.933,3.567,0
breast_cancer,mTOR,341.374,3.622,0
asthma,VEGF,450.679,4.341,0
colorectal_cancer,PD-1,491.523,3.309,0
rheumatoid_arthritis,D2,416.837,4.702,1
copd,5-HT1A,440.487,1.681,1
colorectal_cancer,NMDA,545.823,1.532,0
breast_cancer,SGLT2,511.001,4.562,1
colon_cancer,GIPR,488.872,2.243,0
type2_diabetes,ALK,363.839,3.723,0
psoriasis,SGLT2,367.311,3.548,0
colorectal_cancer,GLP-1R,255.657,2.84,0
breast_cancer,SGLT2,450.962,3.665,0
lymphoma,NMDA,461.771,3.43,1
colon_cancer,ALK,533.949,2.444,1
migraine,PD-1,400.07,1.436,1
type2_diabetes,HER2,469.295,2.622,0
schizophrenia,IL-6,431.411,3.431,1
lung_cancer,PD-L1,422.342,2.426,0
depression,D2,436.788,4.536,1
lung_cancer,5-HT1A,488.097,1.706,0
asthma,PD1,410.565,2.368,0
depression,PD-1,505.3,1.925,0
type2_diabetes,PD-1,380.607,2.629,0
rheumatoid_arthritis,PD1,553.097,1.846,1
psoriasis,HER2,321.574,3.607,1
schizophrenia,5-HT1A,482.005,2.754,0
lung_cancer,D2,492.771,2.992,0
asthma,NMDA,397.036,2.719,0
lung_cancer,GIPR,324.448,4.54,1
prostate_cancer,GABA_A,410.675,4.458,1
rheumatoid_arthritis,HER2,511.174,3.367,1
psoriasis,PD-L1,468.743,3.248,1
psoriasis,EGFR,517.84,3.176,1
colon_cancer,PD-1,397.58,3.639,1
colon_cancer,VEGF,484.079,2.079,0
lymphoma,EGFR,472.196,4.49,0
schizophrenia,5-HT1A,381.697,4.504,0
breast_cancer,ALK,450.377,3.026,1
melanoma,PD-L1,574.533,3.152,1
psoriasis,PD1,596.238,2.644,1
colorectal_cancer,IL-6,389.563,0.813,1
obesity,5-HT1A,445.155,2.828,0
colon_cancer,D2,370.719,2.126,0
breast_cancer,SGLT2,522.21,1.729,0
schizophrenia,SGLT2,500.601,3.656,0
colorectal_cancer,HER2,431.322,2.492,0
breast_cancer,5-HT1A,250.254,3.01,0
melanoma,GLP-1R,439.234,1.099,0
colon_cancer,HER2,493.822,1.882,1
asthma,NMDA,455.815,3.064,1
lymphoma,BRAF,421.264,3.152,0
obesity,GABA_A,404.016,3.673,0
breast_cancer,HER2,423.051,2.608,1
type2_diabetes,ALK,421.601,1.341,0
migraine,TNF_alpha,543.307,3.909,1
prostate_cancer,VEGF,395.013,3.752,0
schizophrenia,GLP-1R,427.93,2.818,0
colon_cancer,GIPR,376.935,1.238,0
rheumatoid_arthritis,SGLT2,466.115,3.164,1
colorectal_cancer,PD1,511.778,3.677,0
prostate_cancer,mTOR,510.86,3.018,0
migraine,D2,552.924,3.299,0
psoriasis,PD-L1,340.156,3.66,1
colorectal_cancer,EGFR,391.651,1.843,0
lung_cancer,TNF_alpha,435.508,1.935,0
migraine,ALK,554.625,1.566,1
schizophrenia,TNF_alpha,468.474,3.161,0
melanoma,GLP-1R,434.957,3.795,0
lymphoma,GABA_A,311.927,1.191,0
obesity,PD1,543.794,2.423,0
depression,GIPR,365.469,3.745,1
type2_diabetes,IL-6,363.027,3.575,1
colorectal_cancer,SGLT2,656.98,4.332,0
asthma,BRAF,487.126,2.842,0
melanoma,GABA_A,535.249,1.831,0
psoriasis,EGFR,277.254,3.952,1
asthma,GIPR,604.934,1.454,1
rheumatoid_arthritis,ALK,418.798,4.106,1
type2_diabetes,SGLT2,343.823,1.323,0
depression,D2,564.505,5.229,0
colon_cancer,PD1,486.142,3.04,1
breast_cancer,GABA_A,518.314,2.961,0
asthma,HER2,461.434,1.902,0
colorectal_cancer,mTOR,376.381,1.032,0
colon_cancer,GLP-1R,522.757,2.336,0
ovarian_cancer,VEGF,564.205,1.488,0
type2_diabetes,SGLT2,538.407,2.432,0
copd,D2,462.892,3.868,1
colon_cancer,SGLT2,447.327,3.35,0
asthma,mTOR,412.005,3.571,1
type2_diabetes,IL-6,575.671,3.64,0
type2_diabetes,5-HT1A,389.502,4.064,1
colon_cancer,mTOR,307.37,3.072,1
prostate_cancer,HER2,562.886,1.718,1
migraine,mTOR,441.416,3.044,0
copd,GABA_A,437.475,3.841,1
colorectal_cancer,SGLT2,530.909,3.723,0
ovarian_cancer,VEGF,457.935,3.888,0
type2_diabetes,GLP-1R,469.784,2.239,1
rheumatoid_arthritis,VEGF,494.912,2.24,0
ovarian_cancer,SGLT2,386.986,2.708,0
asthma,mTOR,448.531,2.507,0
depression,ALK,419.812,2.979,0
asthma,HER2,452.117,2.892,1
breast_cancer,PD1,504.27,1.766,1
schizophrenia,NMDA,512.855,2.473,0
schizophrenia,BRAF,442.212,2.636,0
depression,GIPR,376.329,4.002,1
prostate_cancer,BRAF,368.666,4.475,0
migraine,PD-L1,445.83,1.66,0
colon_cancer,BRAF,511.551,3.911,0
depression,VEGF,426.262,3.059,0
schizophrenia,HER2,407.017,4.412,1
depression,PD1,455.46,3.303,0
type2_diabetes,EGFR,545.524,3.381,1
rheumatoid_arthritis,PD-L1,500.145,3.598,1
schizophrenia,ALK,499.075,2.614,0
melanoma,ALK,457.894,3.597,1
ovarian_cancer,GLP-1R,406.13,1.442,0
colorectal_cancer,HER2,394.212,6.0,0
colon_cancer,PD1,388.898,3.345,0
colorectal_cancer,PD-1,340.582,1.254,0
psoriasis,ALK,384.709,1.775,0
schizophrenia,mTOR,516.76,2.801,0
lymphoma,GABA_A,383.906,3.425,0
schizophrenia,IL-6,485.418,2.819,0
lymphoma,NMDA,519.392,4.612,0
prostate_cancer,PD-1,435.903,3.503,0
colorectal_cancer,SGLT2,367.386,1.746,0
prostate_cancer,GABA_A,327.626,4.198,1
migraine,ALK,488.908,1.994,1
psoriasis,IL-6,413.373,2.372,0
prostate_cancer,PD-L1,385.027,4.785,1
lymphoma,HER2,413.845,1.935,0
psoriasis,5-HT1A,481.516,2.137,0
melanoma,SGLT2,495.15,4.916,1
type2_diabetes,IL-6,210.752,3.424,0
copd,BRAF,458.804,2.083,0
rheumatoid_arthritis,5-HT1A,334.114,3.118,0
copd,mTOR,387.012,3.743,0
obesity,D2,532.49,3.876,0
prostate_cancer,EGFR,429.524,4.129,1
depression,PD-1,538.825,3.13,1
lymphoma,PD1,430.635,2.175,0
melanoma,mTOR,550.252,3.488,0
copd,5-HT1A,313.808,2.162,0
type2_diabetes,GLP-1R,437.533,5.452,1
melanoma,mTOR,444.331,3.935,0
prostate_cancer,mTOR,554.954,3.749,0
type2_diabetes,GLP-1R,429.985,1.888,0
breast_cancer,PD1,469.475,4.105,0
copd,HER2,461.848,2.3,0
prostate_cancer,TNF_alpha,512.702,3.63,1
copd,VEGF,481.9,2.513,0
rheumatoid_arthritis,BRAF,437.095,1.48,1
psoriasis,5-HT1A,494.78,2.72,0
colon_cancer,BRAF,469.52,2.488,0
migraine,BRAF,385.288,2.592,0
lung_cancer,D2,527.607,2.099,0
lymphoma,PD-1,537.318,4.095,1
depression,GIPR,366.108,1.931,0
psoriasis,D2,465.502,2.872,0
lymphoma,GIPR,530.224,2.274,0
schizophrenia,PD1,389.012,3.329,0
asthma,NMDA,544.78,3.052,0
depression,GLP-1R,531.881,3.019,0
breast_cancer,HER2,504.017,1.995,1
obesity,mTOR,495.665,3.616,0
type2_diabetes,D2,464.854,2.961,1
prostate_cancer,NMDA,575.58,3.768,1
asthma,GABA_A,361.691,2.848,0
ovarian_cancer,HER2,422.974,4.326,0
migraine,TNF_alpha,425.093,2.996,1
copd,HER2,550.769,2.992,1
colorectal_cancer,D2,469.28,2.169,1
psoriasis,NMDA,405.332,1.608,0
breast_cancer,GIPR,450.856,3.951,0
migraine,HER2,471.266,4.951,1
asthma,PD1,327.487,2.992,0
prostate_cancer,BRAF,477.863,2.836,0
schizophrenia,TNF_alpha,447.946,1.722,0
colon_cancer,VEGF,449.622,2.45,0
copd,HER2,256.383,2.482,0
breast_cancer,mTOR,583.734,3.633,1
asthma,PD-L1,368.664,2.702,0
rheumatoid_arthritis,mTOR,443.687,3.985,0
copd,D2,381.766,4.108,0
melanoma,BRAF,594.505,3.296,0
rheumatoid_arthritis,HER2,454.281,3.93,1
psoriasis,VEGF,503.097,3.083,1
colorectal_cancer,GLP-1R,290.093,2.812,0
obesity,GABA_A,448.458,5.05,1
prostate_cancer,PD-L1,407.031,1.973,1
melanoma,mTOR,420.138,1.428,1
psoriasis,mTOR,490.655,3.142,1
lymphoma,PD-L1,501.476,4.574,0
rheumatoid_arthritis,IL-6,316.491,3.133,1
type2_diabetes,PD-L1,379.525,2.238,0
migraine,BRAF,416.683,3.01,0
obesity,NMDA,444.237,4.374,0
melanoma,NMDA,317.821,2.767,0
breast_cancer,D2,440.22,3.406,0
colorectal_cancer,EGFR,405.254,1.492,1
depression,ALK,523.451,1.058,0
schizophrenia,PD-1,585.332,1.803,1
lymphoma,PD-L1,442.572,2.0,1
breast_cancer,PD-1,392.918,4.644,1
colorectal_cancer,BRAF,479.156,2.124,1
schizophrenia,BRAF,465.341,3.939,0
psoriasis,ALK,413.453,2.004,0
lymphoma,mTOR,563.327,3.303,0
prostate_cancer,GIPR,251.42,3.631,0
psoriasis,NMDA,514.594,0.923,0
lymphoma,PD1,356.095,4.573,0
copd,D2,413.966,3.154,0
type2_diabetes,HER2,313.525,2.714,0
obesity,PD-1,510.642,1.752,1
breast_cancer,PD-L1,512.895,2.556,1
schizophrenia,5-HT1A,445.739,3.427,1
breast_cancer,5-HT1A,592.243,0.558,1
migraine,EGFR,512.548,4.455,1
migraine,VEGF,451.788,2.875,1
melanoma,GABA_A,539.378,3.569,1
breast_cancer,IL-6,517.027,3.969,1
prostate_cancer,PD-L1,470.419,3.294,0
melanoma,mTOR,476.926,1.452,0
psoriasis,PD1,404.136,2.723,0
schizophrenia,PD1,485.197,3.316,1
breast_cancer,NMDA,331.438,1.592,0
psoriasis,HER2,570.207,1.877,1
depression,5-HT1A,446.306,2.637,0
migraine,NMDA,447.632,2.522,0
psoriasis,PD-1,311.014,2.631,0
schizophrenia,SGLT2,451.801,3.234,0
obesity,mTOR,433.216,3.698,0
asthma,SGLT2,393.682,1.427,0
migraine,NMDA,421.67,3.306,1
lymphoma,GIPR,461.898,2.889,0
type2_diabetes,5-HT1A,496.879,2.757,0
psoriasis,EGFR,423.195,1.686,1
lymphoma,PD-1,557.91,4.175,1
melanoma,PD-L1,454.902,1.952,1
prostate_cancer,EGFR,386.913,5.077,0
depression,PD1,385.373,2.669,0
obesity,IL-6,492.092,2.394,1
breast_cancer,D2,470.055,0.559,1
prostate_cancer,NMDA,463.67,3.012,0
ovarian_cancer,GLP-1R,449.299,4.135,0
breast_cancer,5-HT1A,489.267,2.874,0
psoriasis,GABA_A,369.783,3.586,0
depression,D2,404.789,4.287,0
depression,EGFR,335.643,2.549,1
migraine,GABA_A,485.0,2.609,0
rheumatoid_arthritis,PD1,324.896,2.172,0
schizophrenia,TNF_alpha,445.843,2.054,0
migraine,PD-L1,420.845,3.362,0
copd,NMDA,439.243,2.899,0
colon_cancer,PD-L1,269.3,2.229,0
asthma,D2,507.478,2.694,0
colon_cancer,GABA_A,391.215,3.818,0
melanoma,D2,312.428,2.297,0
colon_cancer,PD-1,422.381,2.34,1
type2_diabetes,HER2,482.039,2.397,0
type2_diabetes,PD-L1,435.355,3.979,0
breast_cancer,5-HT1A,596.72,4.79,1
asthma,D2,377.005,2.903,0
schizophrenia,VEGF,354.379,2.54,0
prostate_cancer,TNF_alpha,428.895,4.125,0
schizophrenia,mTOR,368.204,1.914,0
copd,GIPR,508.415,2.021,0
colon_cancer,GABA_A,515.199,2.628,1
ovarian_cancer,SGLT2,467.778,3.387,0
asthma,HER2,424.056,3.075,1
rheumatoid_arthritis,EGFR,517.748,3.684,0
psoriasis,HER2,359.772,3.45,1
depression,PD1,397.914,3.282,0
colon_cancer,EGFR,426.204,5.084,1
colorectal_cancer,GABA_A,523.375,1.727,0
breast_cancer,GIPR,496.063,3.055,0
type2_diabetes,HER2,489.033,2.232,1
lymphoma,TNF_alpha,380.213,2.444,0
obesity,GLP-1R,373.83,2.916,0
psoriasis,PD-1,224.379,2.402,0
prostate_cancer,mTOR,484.394,0.768,0
breast_cancer,SGLT2,526.125,2.919,0
ovarian_cancer,GABA_A,313.061,3.67,1
ovarian_cancer,HER2,407.495,3.505,1
type2_diabetes,GABA_A,451.908,3.49,0
migraine,EGFR,526.845,2.468,0
colorectal_cancer,mTOR,522.547,3.731,0
lymphoma,VEGF,395.488,4.054,0
obesity,HER2,377.199,3.511,0
ovarian_cancer,HER2,554.368,4.277,1
breast_cancer,ALK,442.983,4.445,1
psoriasis,HER2,379.356,4.124,1
migraine,PD-1,507.793,3.307,0
migraine,SGLT2,366.846,3.04,0
obesity,EGFR,408.5,3.228,1
lung_cancer,BRAF,506.066,2.202,1
colorectal_cancer,EGFR,436.018,2.169,1
lung_cancer,EGFR,375.029,3.064,0
rheumatoid_arthritis,IL-6,354.348,2.046,0
schizophrenia,BRAF,244.309,0.661,0
rheumatoid_arthritis,SGLT2,443.058,4.413,1
prostate_cancer,GIPR,407.403,3.945,0
lymphoma,IL-6,463.951,3.275,0
depression,TNF_alpha,452.06,2.529,0
depression,5-HT1A,407.046,3.184,0
lung_cancer,mTOR,422.599,0.702,0
prostate_cancer,GABA_A,320.755,4.95,1
colon_cancer,TNF_alpha,458.41,3.7,1
ovarian_cancer,5-HT1A,420.447,2.516,1
breast_cancer,BRAF,375.745,3.595,0
prostate_cancer,GLP-1R,434.807,3.533,0
breast_cancer,HER2,445.173,3.688,1
obesity,GIPR,492.07,2.688,0
breast_cancer,PD-L1,417.786,2.917,0
lymphoma,NMDA,425.314,2.724,0
type2_diabetes,EGFR,440.563,2.459,0
melanoma,GLP-1R,408.713,3.231,0
obesity,GLP-1R,402.02,3.297,0
migraine,5-HT1A,380.975,3.702,0
breast_cancer,D2,562.221,3.687,0
type2_diabetes,BRAF,321.787,3.662,0
prostate_cancer,SGLT2,295.515,3.89,0
schizophrenia,VEGF,580.018,5.257,0
migraine,VEGF,555.825,2.746,0
colon_cancer,PD1,424.21,0.065,1
ovarian_cancer,GABA_A,391.653,3.284,1
melanoma,HER2,491.145,3.673,1
melanoma,PD-1,439.307,4.619,1
melanoma,HER2,540.132,2.858,0
psoriasis,ALK,459.039,2.068,0
lung_cancer,mTOR,442.306,1.8,0
ovarian_cancer,BRAF,534.575,3.304,1
schizophrenia,GIPR,533.229,3.538,0
rheumatoid_arthritis,mTOR,268.595,3.331,0
colorectal_cancer,5-HT1A,590.966,4.229,0
obesity,GLP-1R,581.55,0.983,1
colorectal_cancer,EGFR,413.572,3.314,0
rheumatoid_arthritis,VEGF,503.428,2.385,1
type2_diabetes,HER2,544.902,0.968,1
prostate_cancer,PD1,460.679,2.484,0
type2_diabetes,VEGF,515.538,2.556,0
copd,ALK,423.636,2.351,0
migraine,NMDA,503.566,2.515,1
schizophrenia,EGFR,483.664,2.923,1
schizophrenia,D2,555.044,2.635,0
melanoma,SGLT2,517.349,1.741,0
copd,HER2,502.339,4.071,1
prostate_cancer,GLP-1R,433.986,3.89,1
breast_cancer,BRAF,610.99,3.124,1
prostate_cancer,HER2,347.022,3.782,0
depression,HER2,533.38,3.253,0
copd,GIPR,435.466,1.613,0
lymphoma,SGLT2,556.967,3.08,0
depression,VEGF,555.942,1.78,0
