indication,target,efficacy_label
parkinsons,CD30,1
sepsis,CD20,0
pneumonia,HIF,1
osteoporosis,NF-kB,1
arthritis,TIM3,1
multiple_sclerosis,PDGFR,2
epilepsy,GLP-1R,1
alzheimers,AKT,1
melanoma,CDK4,1
insomnia,CD38,2
multiple_sclerosis,IGF1R,1
rheumatoid_arthritis,TOP1,1
depression,CD33,2
bipolar_disorder,GABA_B,1
als,NF-kB,0
insomnia,NTRK,1
pancreatic_cancer,AR,1
lung_cancer,PARP,2
celiac_disease,BRD4,2
lung_cancer,AMPA,1
breast_cancer,AP-1,0
copd,JAK,0
tuberculosis,AMPA,0
lymphoma,RET,2
fibromyalgia,mTOR,0
schizophrenia,HGF,1
fibromyalgia,ER_alpha,0
tuberculosis,PD-1,1
malaria,OX40,2
depression,CD20,0
osteoporosis,NOTCH,1
huntingtons,IL-17,0
tuberculosis,IL-6,2
myocardial_infarction,GLP-1R,1
hepatitis_c,CDK4,0
fibromyalgia,BTK,2
thyroid_cancer,CD38,2
ovarian_cancer,LAG3,1
type2_diabetes,CD47,0
lung_cancer,GABA_B,2
covid_19,PARP,1
kidney_cancer,5-HT1A,0
arrhythmia,p53,1
alzheimers,PR,0
asthma,BTK,0
multiple_sclerosis,AKT,1
anxiety,RET,1
influenza,EGFR,2
thyroid_cancer,CD22,1
esophageal_cancer,BCMA,2
esophageal_cancer,FGF,0
pancreatic_cancer,Wnt,2
multiple_sclerosis,TIGIT,2
esophageal_cancer,5-HT2A,0
atherosclerosis,BCMA,1
asthma,PDGFR,2
hepatitis_c,BCR-ABL,1
type2_diabetes,CD22,1
leukemia,PI3K,2
crohns_disease,PDGFR,2
hepatitis_b,HER4,1
influenza,BCR-ABL,0
depression,TOP1,1
hepatitis_b,AR,2
heart_failure,VEGF,1
parkinsons,BTK,0
pancreatic_cancer,IL-23,0
anxiety,PD-L1,1
bladder_cancer,CD38,2
parkinsons,PD1,0
kidney_disease,NF-kB,2
huntingtons,NF-kB,2
lymphoma,ER_alpha,0
brain_cancer,AMPA,2
gout,p53,1
hiv_aids,5-HT2A,2
pneumonia,PARP,2
psoriasis,TOP1,1
colon_cancer,CD19,2
cervical_cancer,HDAC,0
parkinsons,TIM3,0
ovarian_cancer,Hedgehog,2
cardiomyopathy,IL-4,2
parkinsons,NTRK,1
breast_cancer,PD-L1,1
obesity,CD33,1
gout,IL-6,2
pneumonia,PR,1
malaria,ALK,0
obesity,VEGF,0
osteoporosis,CTLA-4,1
depression,LAG3,1
prostate_cancer,PD-L1,2
type1_diabetes,5-HT2A,1
epilepsy,MYC,1
bladder_cancer,IL-23,2
liver_disease,CEA,0
adhd,NMDA,1
hepatitis_c,HER2,1
cardiomyopathy,CD38,0
stomach_cancer,NTRK,1
pneumonia,HER3,2
thyroid_cancer,IL-13,0
epilepsy,RET,0
anxiety,HER2,0
bipolar_disorder,GPC3,0
prostate_cancer,CD20,2
myocardial_infarction,HER4,1
epilepsy,SGLT2,0
colon_cancer,TGF_beta,2
malaria,IL-23,0
brain_cancer,PI3K,2
bladder_cancer,VEGFR,0
leukemia,PDGFR,1
atherosclerosis,Wnt,0
arthritis,5-HT1A,1
depression,GABA_B,1
depression,PD1,2
stroke,HIF,1
asthma,TOP2,0
alzheimers,CD47,1
alzheimers,CD30,0
copd,HGF,1
autism,VEGFR,1
arrhythmia,PARP,0
alzheimers,IL-4,1
lymphoma,CDK4,2
coronary_artery_disease,ER_beta,2
ovarian_cancer,TIM3,1
cervical_cancer,VEGF,1
myocardial_infarction,CEA,2
als,PARP,1
alzheimers,CD38,2
crohns_disease,IL-17,2
parkinsons,CD38,0
psoriasis,IGF1R,1
insomnia,ALK,1
liver_disease,PARP,2
brain_cancer,VEGFR,2
leukemia,IL-23,2
migraine,IL-6,1
thyroid_cancer,GABA_A,0
multiple_sclerosis,PR,2
fibromyalgia,IGF1R,1
huntingtons,IL-1,0
lung_cancer,BCR-ABL,1
parkinsons,RAS,2
pancreatic_cancer,Hedgehog,2
type1_diabetes,EGF,1
hypertension,PD-1,0
kidney_cancer,RET,2
hepatitis_b,c-MET,2
malaria,Wnt,1
parkinsons,TOP2,0
pancreatic_cancer,PARP,1
obesity,GR,1
hepatitis_c,CDK4,0
rheumatoid_arthritis,NOTCH,1
sepsis,5-HT1A,2
kidney_cancer,FGFR,1
ovarian_cancer,TNF_alpha,1
huntingtons,GR,0
pneumonia,TIGIT,1
arrhythmia,Hedgehog,0
leukemia,HER2,2
melanoma,AMPA,1
hypertension,IL-4,1
als,AR,1
influenza,CTLA-4,2
esophageal_cancer,ROS1,0
schizophrenia,MYC,0
stroke,CD47,2
liver_cancer,GCGR,1
lymphoma,mTOR,2
adhd,FGF,1
anxiety,BCR-ABL,1
lung_cancer,RET,2
celiac_disease,Hedgehog,0
chronic_pain,VEGF,0
lupus,AKT,2
breast_cancer,HDAC,0
hepatitis_b,BCR-ABL,0
schizophrenia,TIGIT,0
hepatitis_b,ER_alpha,1
lung_cancer,DNMT,0
breast_cancer,CD22,0
malaria,SGLT2,0
covid_19,IL-4,0
rheumatoid_arthritis,GABA_B,0
pneumonia,p53,0
depression,mTOR,0
asthma,PDGFR,0
heart_failure,PDGFR,0
lymphoma,HIF,1
bladder_cancer,GABA_B,1
pneumonia,AP-1,1
bladder_cancer,STAT,1
breast_cancer,BRD4,1
kidney_disease,HIF,2
liver_cancer,ER_alpha,1
arrhythmia,JAK,0
depression,PR,2
pancreatic_cancer,NF-kB,1
prostate_cancer,GABA_A,0
colon_cancer,BTK,2
sepsis,IL-1,2
covid_19,LAG3,0
breast_cancer,CTLA-4,2
anxiety,PD-L1,0
cervical_cancer,PD-L1,2
prostate_cancer,IL-23,0
atherosclerosis,LAG3,1
bladder_cancer,TIM3,2
hepatitis_c,AKT,1
hepatitis_c,TOP1,1
bipolar_disorder,MEK,1
atherosclerosis,HDAC,0
lung_cancer,TNF_alpha,2
colorectal_cancer,CD33,2
pancreatic_cancer,MR,0
breast_cancer,CTLA-4,2
gout,GIPR,2
ulcerative_colitis,RET,1
arrhythmia,HDAC,1
brain_cancer,c-MET,1
copd,BCMA,0
hiv_aids,IL-4,0
arthritis,p53,0
crohns_disease,FGF,0
huntingtons,CD33,1
migraine,MR,0
depression,TIM3,1
celiac_disease,HER4,1
anxiety,GLP-1R,1
epilepsy,BRD4,1
esophageal_cancer,VEGFR,1
pneumonia,TNF_alpha,0
bladder_cancer,AMPA,1
coronary_artery_disease,mTOR,2
stomach_cancer,NTRK,0
cardiomyopathy,HER3,0
colorectal_cancer,STAT,0
schizophrenia,TIM3,0
lupus,BCR-ABL,2
gout,CDK6,1
parkinsons,CD47,1
bladder_cancer,AR,1
stroke,ER_beta,2
copd,CDK6,0
hiv_aids,IL-23,1
bipolar_disorder,HER3,1
rheumatoid_arthritis,MEK,2
celiac_disease,ALK,1
type1_diabetes,MYC,1
prostate_cancer,VEGFR,1
bladder_cancer,IL-1,2
atherosclerosis,GABA_A,0
asthma,5-HT2A,2
crohns_disease,5-HT1A,0
multiple_sclerosis,PD1,0
thyroid_cancer,RET,2
gout,HDAC,1
atherosclerosis,CEA,1
tuberculosis,IL-4,1
obesity,AR,0
asthma,GCGR,0
fibromyalgia,GCGR,1
rheumatoid_arthritis,p53,1
autism,PI3K,1
colorectal_cancer,FGF,1
tuberculosis,CD19,0
hiv_aids,RAS,1
psoriasis,CTLA-4,0
liver_cancer,CD19,1
influenza,IL-13,0
leukemia,CDK6,0
breast_cancer,FGF,1
covid_19,IGF1R,1
crohns_disease,AMPA,1
esophageal_cancer,BRAF,2
myocardial_infarction,PD1,0
ovarian_cancer,ER_alpha,1
als,FGF,1
brain_cancer,Wnt,2
stomach_cancer,FGFR,2
als,NMDA,2
leukemia,VEGFR,1
stomach_cancer,D2,0
alzheimers,Hedgehog,0
huntingtons,CD19,1
sepsis,5-HT2A,1
pneumonia,FGF,0
melanoma,ALK,2
liver_disease,CD20,0
rheumatoid_arthritis,5-HT1A,1
bladder_cancer,CD22,2
bladder_cancer,TOP1,1
kidney_disease,IGF1R,0
melanoma,JAK,2
colorectal_cancer,TNF_alpha,0
lupus,IL-17,2
depression,NF-kB,1
bladder_cancer,FGF,1
celiac_disease,p53,1
pancreatic_cancer,CD47,2
hepatitis_c,STAT,0
cardiomyopathy,CD38,1
multiple_sclerosis,MR,1
anxiety,IL-1,0
fibromyalgia,NF-kB,0
ulcerative_colitis,NTRK,2
arthritis,CEA,1
gout,Wnt,2
insomnia,mTOR,0
autism,GR,0
obesity,IL-13,0
parkinsons,EGFR,1
adhd,GPC3,2
celiac_disease,BRAF,2
pancreatic_cancer,CD19,2
crohns_disease,TOP2,2
migraine,D2,1
hepatitis_b,CD22,1
pancreatic_cancer,EGFR,2
pancreatic_cancer,GABA_B,1
huntingtons,IL-17,0
myocardial_infarction,TGF_beta,1
stomach_cancer,AKT,1
hepatitis_b,5-HT1A,0
heart_failure,OX40,1
hepatitis_b,IL-4,1
bladder_cancer,HIF,2
depression,CD47,1
celiac_disease,c-MET,2
stomach_cancer,BCMA,1
heart_failure,GIPR,0
hyperlipidemia,AR,0
colorectal_cancer,STAT,0
psoriasis,CEA,0
coronary_artery_disease,GIPR,1
type2_diabetes,DNMT,0
celiac_disease,MYC,2
osteoporosis,Wnt,0
stomach_cancer,HER4,2
ulcerative_colitis,TNF_alpha,2
type2_diabetes,Wnt,0
stomach_cancer,GLP-1R,1
psoriasis,TOP1,2
liver_cancer,CDK6,2
colon_cancer,CD20,1
celiac_disease,GIPR,1
ovarian_cancer,HER4,2
malaria,PD1,1
cardiomyopathy,5-HT2A,1
thyroid_cancer,ERK,2
liver_cancer,IL-6,2
breast_cancer,IL-6,0
breast_cancer,CEA,2
melanoma,Hedgehog,1
crohns_disease,JAK,0
leukemia,TIM3,1
stroke,RET,1
brain_cancer,SGLT2,2
gout,PDGFR,2
asthma,IL-23,1
covid_19,AR,0
fibromyalgia,VEGFR,2
thyroid_cancer,BRAF,1
thyroid_cancer,HIF,1
covid_19,CD22,0
epilepsy,JAK,2
hepatitis_c,BRAF,1
ulcerative_colitis,HER4,1
arrhythmia,AP-1,0
atherosclerosis,FGFR,1
coronary_artery_disease,TIGIT,0
kidney_cancer,IL-1,1
lung_cancer,PD-1,1
pancreatic_cancer,FGF,1
cervical_cancer,CDK4,1
influenza,ERK,1
copd,CD47,2
lupus,CD20,1
hypertension,BCR-ABL,2
depression,HER3,1
autism,TOP2,1
huntingtons,PARP,2
crohns_disease,CD20,2
depression,DNMT,1
arrhythmia,CD30,1
obesity,ER_beta,1
hyperlipidemia,Hedgehog,0
fibromyalgia,RET,0
hepatitis_b,CD19,0
gout,AR,1
als,NOTCH,1
type2_diabetes,c-MET,1
arthritis,Wnt,1
leukemia,IGF1R,2
schizophrenia,CD38,1
arrhythmia,RET,2
crohns_disease,CD20,1
epilepsy,HER4,1
brain_cancer,JAK,1
autism,BCR-ABL,2
gout,TOP1,1
parkinsons,MYC,0
colon_cancer,CD30,1
heart_failure,GPC3,2
depression,HDAC,0
covid_19,VEGFR,0
hypertension,CD19,1
ulcerative_colitis,ER_beta,2
atherosclerosis,IL-6,1
hiv_aids,D2,1
pneumonia,HER2,0
als,CD19,2
breast_cancer,Wnt,2
kidney_cancer,GCGR,0
hypertension,CDK4,1
anxiety,CDK6,1
hiv_aids,IL-1,0
leukemia,MR,1
brain_cancer,CD30,2
type1_diabetes,LAG3,2
lupus,JAK,2
als,TNF_alpha,2
insomnia,CD20,0
lymphoma,DNMT,1
autism,DNMT,1
liver_cancer,HDAC,2
colon_cancer,GR,2
brain_cancer,VEGF,1
type1_diabetes,CTLA-4,1
bipolar_disorder,mTOR,2
bipolar_disorder,ALK,1
liver_cancer,IL-17,0
hypertension,D2,1
crohns_disease,AMPA,1
crohns_disease,FGF,1
multiple_sclerosis,MEK,2
parkinsons,TIGIT,0
covid_19,ROS1,0
hepatitis_b,PI3K,0
huntingtons,BTK,2
epilepsy,TIM3,1
hepatitis_b,HDAC,0
copd,GPC3,0
parkinsons,p53,0
epilepsy,GCGR,1
esophageal_cancer,GR,1
hepatitis_b,FGF,0
sepsis,IL-1,0
ulcerative_colitis,IL-13,1
huntingtons,AMPA,1
melanoma,GLP-1R,0
hiv_aids,RET,0
colon_cancer,RAS,1
alzheimers,MYC,0
lupus,AKT,2
lymphoma,CDK6,2
type2_diabetes,TOP1,2
hypertension,NTRK,2
als,FGFR,1
parkinsons,GLP-1R,0
liver_disease,TIGIT,0
sepsis,IL-4,0
hyperlipidemia,NF-kB,0
type2_diabetes,EGF,0
lupus,GIPR,0
type1_diabetes,NF-kB,1
influenza,GLP-1R,1
osteoporosis,mTOR,0
pneumonia,MEK,1
hyperlipidemia,NF-kB,0
cardiomyopathy,NF-kB,1
alzheimers,MEK,1
bladder_cancer,GABA_B,1
bladder_cancer,BRD4,0
gout,PDGFR,0
psoriasis,CD20,1
stomach_cancer,Hedgehog,1
liver_disease,5-HT1A,1
bipolar_disorder,PR,1
parkinsons,AKT,1
myocardial_infarction,OX40,1
hyperlipidemia,ROS1,2
depression,EGFR,0
fibromyalgia,IL-1,1
pneumonia,SGLT2,1
alzheimers,GIPR,0
alzheimers,VEGFR,0
ovarian_cancer,IL-6,2
hepatitis_b,OX40,0
arthritis,CD38,2
hyperlipidemia,CTLA-4,1
pneumonia,BRAF,1
covid_19,HER4,2
cervical_cancer,GR,2
chronic_pain,HER4,0
hepatitis_c,PI3K,0
stroke,LAG3,1
multiple_sclerosis,GR,1
bipolar_disorder,TOP2,1
hiv_aids,PD1,1
hiv_aids,IL-6,2
asthma,mTOR,0
liver_disease,PD-L1,0
alzheimers,BRD4,0
bladder_cancer,CD47,1
multiple_sclerosis,TIGIT,1
fibromyalgia,5-HT1A,1
tuberculosis,IL-1,0
stroke,NF-kB,0
multiple_sclerosis,NOTCH,0
gout,IL-17,0
colorectal_cancer,AR,2
parkinsons,ERK,0
insomnia,ERK,1
hyperlipidemia,IL-4,1
multiple_sclerosis,FGFR,1
bipolar_disorder,p53,2
esophageal_cancer,ER_alpha,0
pancreatic_cancer,BTK,1
asthma,MYC,2
cervical_cancer,MYC,1
malaria,NMDA,1
parkinsons,CTLA-4,1
colon_cancer,IL-17,0
obesity,MR,1
arthritis,PD-L1,1
stroke,PARP,0
thyroid_cancer,IL-1,1
insomnia,Wnt,0
insomnia,PD-1,1
colon_cancer,TGF_beta,0
epilepsy,MYC,1
huntingtons,ALK,2
hepatitis_c,NOTCH,0
pancreatic_cancer,RET,1
anxiety,GABA_B,2
alzheimers,NTRK,1
malaria,BRD4,0
prostate_cancer,HIF,1
brain_cancer,BRAF,1
sepsis,EGFR,1
fibromyalgia,BCMA,1
atherosclerosis,AMPA,1
arthritis,SGLT2,2
arrhythmia,IL-6,0
malaria,PD-1,0
kidney_cancer,GABA_B,0
ulcerative_colitis,HER4,2
parkinsons,IGF1R,0
depression,EGF,2
chronic_pain,IL-6,1
arrhythmia,TOP2,1
als,AMPA,1
anxiety,SGLT2,1
autism,BCMA,1
leukemia,STAT,2
melanoma,JAK,0
tuberculosis,ROS1,1
osteoporosis,HER2,2
brain_cancer,RAS,0
liver_cancer,PD-1,1
psoriasis,GIPR,1
bipolar_disorder,HDAC,1
sepsis,MYC,1
brain_cancer,PD-L1,2
ovarian_cancer,PD-L1,1
adhd,GIPR,1
ovarian_cancer,IL-4,1
myocardial_infarction,RAS,2
alzheimers,IL-1,1
migraine,IL-4,0
migraine,AKT,1
autism,GIPR,1
hepatitis_b,ER_beta,0
depression,SGLT2,1
thyroid_cancer,LAG3,2
alzheimers,HER2,0
stomach_cancer,FGF,1
parkinsons,CTLA-4,2
autism,GABA_A,0
autism,ERK,2
myocardial_infarction,IL-13,0
stroke,HDAC,1
hiv_aids,ERK,1
brain_cancer,GABA_A,1
tuberculosis,HGF,0
rheumatoid_arthritis,GR,2
chronic_pain,5-HT1A,0
hyperlipidemia,GLP-1R,0
covid_19,ER_alpha,1
stomach_cancer,VEGFR,1
malaria,BRD4,1
ovarian_cancer,IL-6,0
thyroid_cancer,NTRK,1
fibromyalgia,BTK,2
melanoma,BRAF,2
epilepsy,5-HT2A,0
type1_diabetes,IL-1,1
pancreatic_cancer,HER2,2
bladder_cancer,HIF,1
ulcerative_colitis,PI3K,1
covid_19,CD30,1
liver_disease,HGF,2
atherosclerosis,SGLT2,1
bipolar_disorder,CEA,2
multiple_sclerosis,HER4,1
type2_diabetes,CD22,0
lymphoma,TOP1,1
fibromyalgia,CD19,1
leukemia,PI3K,2
brain_cancer,RAS,2
arthritis,BCMA,2
autism,GABA_B,2
epilepsy,GABA_B,0
crohns_disease,HDAC,2
cardiomyopathy,TIM3,2
schizophrenia,FGF,2
asthma,TGF_beta,1
cardiomyopathy,CTLA-4,0
liver_cancer,CDK4,1
epilepsy,GPC3,0
brain_cancer,GPC3,2
brain_cancer,EGF,0
lung_cancer,VEGFR,1
esophageal_cancer,AR,2
liver_disease,ER_alpha,0
atherosclerosis,HDAC,0
psoriasis,MR,1
breast_cancer,AR,2
ovarian_cancer,IGF1R,2
kidney_disease,c-MET,1
liver_cancer,NF-kB,1
pneumonia,FGF,1
leukemia,HER3,2
kidney_disease,CD30,1
depression,TIGIT,1
colorectal_cancer,IL-6,2
hypertension,HGF,0
pancreatic_cancer,HDAC,1
cardiomyopathy,AKT,1
cardiomyopathy,IL-13,2
multiple_sclerosis,TNF_alpha,0
atherosclerosis,PDGFR,1
coronary_artery_disease,mTOR,0
cervical_cancer,IL-4,1
pancreatic_cancer,PD-1,2
copd,BRD4,1
thyroid_cancer,Hedgehog,2
osteoporosis,CEA,1
multiple_sclerosis,TOP1,2
multiple_sclerosis,CD47,0
epilepsy,TOP2,0
brain_cancer,5-HT1A,0
hepatitis_b,CD38,1
malaria,PARP,0
chronic_pain,RAS,1
asthma,EGF,0
anxiety,AP-1,2
schizophrenia,GCGR,1
thyroid_cancer,CD33,1
epilepsy,RET,1
cervical_cancer,CD47,2
brain_cancer,GPC3,1
arthritis,HER4,1
type1_diabetes,VEGFR,0
colorectal_cancer,TOP2,2
osteoporosis,AKT,2
arthritis,GLP-1R,1
crohns_disease,D2,0
pancreatic_cancer,Hedgehog,2
stomach_cancer,GABA_B,1
osteoporosis,TIM3,2
arthritis,STAT,0
bladder_cancer,VEGF,1
tuberculosis,HER4,1
hyperlipidemia,EGFR,0
myocardial_infarction,HER4,1
malaria,MEK,2
heart_failure,PD-L1,1
ulcerative_colitis,PD-L1,2
prostate_cancer,IL-13,0
hepatitis_c,BRAF,0
asthma,JAK,1
colon_cancer,TGF_beta,0
brain_cancer,CD19,2
epilepsy,RET,0
influenza,NTRK,2
influenza,mTOR,1
bladder_cancer,SGLT2,1
gout,PD-L1,0
lung_cancer,CD30,2
huntingtons,PD1,1
liver_disease,FGFR,1
kidney_cancer,HDAC,0
cervical_cancer,GABA_B,1
asthma,IGF1R,0
prostate_cancer,CD33,2
malaria,BTK,2
ovarian_cancer,NOTCH,1
atherosclerosis,ROS1,0
heart_failure,CD33,1
obesity,PARP,0
huntingtons,PD-L1,1
osteoporosis,TOP2,1
ovarian_cancer,HER4,1
copd,TGF_beta,2
migraine,c-MET,2
depression,CDK6,1
covid_19,PI3K,2
celiac_disease,PDGFR,1
hiv_aids,IL-1,0
pneumonia,PD-L1,1
parkinsons,PI3K,1
parkinsons,OX40,2
thyroid_cancer,PD-1,0
osteoporosis,GIPR,1
heart_failure,NTRK,2
influenza,SGLT2,0
sepsis,HER4,0
hepatitis_b,Hedgehog,1
bladder_cancer,NTRK,1
lymphoma,HER4,2
coronary_artery_disease,PD-1,1
stroke,GIPR,1
rheumatoid_arthritis,GIPR,0
autism,VEGF,0
ulcerative_colitis,IL-17,2
coronary_artery_disease,LAG3,1
cervical_cancer,Wnt,0
thyroid_cancer,LAG3,1
heart_failure,GCGR,1
malaria,HER2,0
malaria,VEGFR,1
celiac_disease,TNF_alpha,1
ulcerative_colitis,TIGIT,1
als,AR,1
fibromyalgia,HIF,1
depression,BCMA,2
obesity,DNMT,2
bladder_cancer,HER3,2
copd,CTLA-4,2
colorectal_cancer,CD33,2
gout,HDAC,1
covid_19,NTRK,0
asthma,ROS1,1
huntingtons,MEK,1
asthma,BRD4,2
tuberculosis,AMPA,0
fibromyalgia,EGF,2
adhd,BRAF,2
lung_cancer,ER_alpha,1
hepatitis_c,IL-1,1
ulcerative_colitis,IL-4,1
stroke,CD20,2
liver_disease,GABA_B,0
alzheimers,HIF,0
copd,IL-23,0
pneumonia,OX40,2
osteoporosis,VEGF,1
thyroid_cancer,CD38,0
lung_cancer,EGFR,1
kidney_disease,TOP1,1
cardiomyopathy,TIGIT,1
ulcerative_colitis,HIF,1
copd,PD-1,0
arthritis,CEA,2
malaria,HER3,1
gout,RET,0
alzheimers,p53,1
lupus,HER2,1
brain_cancer,CDK6,1
pancreatic_cancer,GABA_B,0
migraine,IL-23,1
type1_diabetes,GCGR,0
obesity,5-HT1A,1
alzheimers,NTRK,2
bladder_cancer,mTOR,2
breast_cancer,TIM3,2
rheumatoid_arthritis,NTRK,1
autism,CDK4,1
influenza,GR,0
leukemia,TIM3,2
lupus,EGFR,2
parkinsons,GIPR,1
crohns_disease,PD1,1
hiv_aids,PD1,1
lupus,c-MET,2
hypertension,MR,1
lymphoma,IL-13,1
arrhythmia,NTRK,0
liver_disease,GR,1
hyperlipidemia,Wnt,1
fibromyalgia,VEGF,2
heart_failure,MEK,1
thyroid_cancer,CD20,1
ovarian_cancer,ROS1,1
colorectal_cancer,5-HT1A,2
hypertension,TNF_alpha,2
asthma,OX40,1
hepatitis_c,GR,2
lymphoma,EGFR,1
schizophrenia,NMDA,0
asthma,c-MET,0
cervical_cancer,HER4,2
schizophrenia,NF-kB,2
insomnia,TNF_alpha,2
hepatitis_c,c-MET,0
hyperlipidemia,PI3K,1
crohns_disease,Hedgehog,2
schizophrenia,PD-1,0
huntingtons,CD20,0
hypertension,VEGFR,2
stroke,HDAC,0
lung_cancer,Wnt,1
gout,TOP1,1
copd,FGF,2
melanoma,IL-1,0
alzheimers,p53,1
lymphoma,OX40,2
kidney_disease,OX40,0
tuberculosis,CD19,1
osteoporosis,AP-1,0
ulcerative_colitis,GABA_B,1
cervical_cancer,DNMT,1
hepatitis_c,ERK,1
kidney_disease,MR,0
alzheimers,NMDA,0
osteoporosis,TGF_beta,2
prostate_cancer,VEGF,1
huntingtons,PARP,1
stroke,FGFR,2
cervical_cancer,RET,1
liver_cancer,SGLT2,0
arthritis,PD1,1
thyroid_cancer,GLP-1R,0
osteoporosis,AMPA,0
anxiety,DNMT,1
myocardial_infarction,CD19,0
rheumatoid_arthritis,HIF,2
anxiety,c-MET,2
cardiomyopathy,MR,1
myocardial_infarction,NF-kB,1
hypertension,SGLT2,0
pneumonia,TIGIT,0
ulcerative_colitis,HER2,1
breast_cancer,IL-23,2
copd,CD22,1
melanoma,STAT,2
hepatitis_c,mTOR,1
parkinsons,MR,1
hiv_aids,Hedgehog,2
parkinsons,OX40,2
migraine,p53,1
ulcerative_colitis,TIGIT,1
stroke,BCMA,1
colon_cancer,PI3K,2
hypertension,BRD4,2
hepatitis_b,HIF,2
epilepsy,TNF_alpha,0
hypertension,DNMT,0
schizophrenia,HDAC,0
leukemia,TNF_alpha,0
osteoporosis,p53,2
liver_cancer,NTRK,2
ovarian_cancer,MR,1
autism,GCGR,1
alzheimers,EGF,1
als,mTOR,0
rheumatoid_arthritis,p53,2
melanoma,TOP2,1
melanoma,RET,2
myocardial_infarction,ALK,1
lupus,D2,2
pancreatic_cancer,FGF,2
sepsis,TGF_beta,2
autism,CD47,2
type2_diabetes,IL-17,1
cardiomyopathy,BTK,2
chronic_pain,EGF,1
covid_19,BRAF,0
covid_19,HER3,2
multiple_sclerosis,BRD4,2
stroke,VEGFR,1
colorectal_cancer,HER4,2
leukemia,IL-23,2
liver_cancer,MYC,2
hypertension,IL-13,2
gout,D2,0
liver_cancer,GIPR,0
bipolar_disorder,CD22,1
lupus,BRD4,1
psoriasis,DNMT,1
alzheimers,HGF,0
fibromyalgia,RAS,2
breast_cancer,TGF_beta,0
parkinsons,PD-L1,0
breast_cancer,PI3K,2
influenza,PARP,2
hyperlipidemia,IL-13,1
covid_19,ALK,2
hyperlipidemia,c-MET,1
esophageal_cancer,FGFR,1
atherosclerosis,CD19,0
prostate_cancer,CEA,2
myocardial_infarction,5-HT2A,0
type1_diabetes,NTRK,2
obesity,GPC3,1
stomach_cancer,AP-1,2
als,JAK,1
stomach_cancer,MEK,0
hepatitis_c,NMDA,0
migraine,5-HT1A,1
stomach_cancer,BCR-ABL,2
depression,CD19,1
arthritis,GLP-1R,1
type2_diabetes,IL-23,1
kidney_disease,CD20,1
heart_failure,AP-1,0
coronary_artery_disease,IL-17,2
lung_cancer,IL-4,0
parkinsons,NMDA,1
bladder_cancer,IL-4,0
hepatitis_b,TIM3,1
myocardial_infarction,GABA_A,1
arrhythmia,ROS1,1
stroke,VEGFR,0
kidney_disease,CD33,0
celiac_disease,TIGIT,1
asthma,CD30,1
migraine,RET,1
epilepsy,IL-23,2
colorectal_cancer,STAT,1
als,NMDA,1
cervical_cancer,HER4,2
autism,TIGIT,0
obesity,CD38,1
lupus,CEA,1
adhd,CD38,0
parkinsons,SGLT2,1
anxiety,RAS,1
rheumatoid_arthritis,IGF1R,2
type1_diabetes,5-HT2A,0
hepatitis_b,EGF,1
migraine,PR,0
tuberculosis,GR,0
bladder_cancer,5-HT1A,1
psoriasis,FGF,2
liver_disease,BRD4,1
lupus,GABA_A,0
gout,HIF,0
coronary_artery_disease,BRD4,0
brain_cancer,CDK4,2
hiv_aids,DNMT,0
lung_cancer,IL-1,1
stomach_cancer,ROS1,2
heart_failure,HGF,2
rheumatoid_arthritis,CD19,1
thyroid_cancer,BRD4,2
anxiety,DNMT,0
ovarian_cancer,PD-1,1
atherosclerosis,SGLT2,0
chronic_pain,GABA_A,2
multiple_sclerosis,5-HT1A,0
obesity,GABA_A,1
hepatitis_b,VEGF,1
liver_disease,EGFR,0
myocardial_infarction,RET,0
rheumatoid_arthritis,IL-4,1
pneumonia,BCMA,0
influenza,ER_alpha,0
rheumatoid_arthritis,p53,2
hepatitis_b,BRD4,1
sepsis,FGF,0
heart_failure,CTLA-4,0
pancreatic_cancer,MYC,1
thyroid_cancer,GABA_B,2
lupus,CD22,2
kidney_disease,PR,0
arthritis,TGF_beta,0
prostate_cancer,ERK,2
brain_cancer,HIF,1
lupus,GPC3,1
asthma,NF-kB,1
melanoma,STAT,2
kidney_disease,NTRK,1
cervical_cancer,CD20,0
stomach_cancer,SGLT2,1
leukemia,MYC,1
lymphoma,JAK,1
copd,PD-L1,1
rheumatoid_arthritis,CDK4,1
fibromyalgia,GPC3,1
hypertension,ALK,1
als,TIM3,1
multiple_sclerosis,PDGFR,2
pancreatic_cancer,5-HT2A,2
multiple_sclerosis,TGF_beta,1
depression,Wnt,1
ovarian_cancer,BCR-ABL,1
chronic_pain,IL-6,1
sepsis,AMPA,1
prostate_cancer,MR,2
prostate_cancer,TIGIT,1
arthritis,Wnt,0
ovarian_cancer,CD47,1
thyroid_cancer,NMDA,1
prostate_cancer,BCR-ABL,2
bladder_cancer,BCMA,2
hepatitis_c,Hedgehog,0
pancreatic_cancer,CTLA-4,1
arrhythmia,IL-6,1
covid_19,GLP-1R,0
hepatitis_b,DNMT,1
hepatitis_c,AR,1
gout,TNF_alpha,1
hepatitis_b,GABA_A,0
alzheimers,IL-4,2
anxiety,IL-13,1
hyperlipidemia,ER_beta,1
adhd,IL-4,1
chronic_pain,DNMT,0
obesity,HER3,1
leukemia,BTK,0
lupus,FGFR,1
asthma,AMPA,1
hyperlipidemia,GABA_A,1
lupus,GLP-1R,1
lupus,FGFR,0
